單字,詞性,詞根,中文解釋,例句1,例句2
manipulate,v.,man- hand; -pul- fill; -ate make/cause to be,操縱; 控制,He manipulated the data.,She manipulated him.
mansion,n.,mans- dwell; -ion act/state of,豪宅; 大廈,He lives in a large mansion.,The old mansion was beautiful.
marine,adj./n.,mar- sea; -ine pertaining to,海洋的; 海軍陸戰隊員,Marine life is diverse.,The Marine Corps.
masculine,adj./n.,masc- male; -uline pertaining to,男性的; 陽性的; 男性,He has a masculine voice.,The word is of masculine gender.
massage,n./v.,mass- knead,按摩; 按摩,She gave him a massage.,He massaged her shoulders.
massive,adj.,mass- mass; -ive tending to,巨大的; 大量的,The building is massive.,They made a massive effort.
masterpiece,n.,master- master; piece- piece,傑作; 代表作,The painting is a masterpiece.,He created a literary masterpiece.
mattress,n.,mattress- cushion,床墊,He bought a new mattress.,The mattress was soft.
meantime,n./adv.,mean- middle; time- time,同時; 其間,In the meantime, I'll wait.,He worked in the meantime.
mechanism,n.,mech- machine; -an- agent; -ism doctrine,機制; 機械裝置,The mechanism of the clock.,The defense mechanism.
medication,n.,medic- heal; -ation act/state of,藥物; 藥劑,He is on medication for his high blood pressure.,She took her medication.
mentor,n.,mentor- guide,導師; 指導者,He was her mentor.,She mentored young students.
merge,v.,merge- dip,合併; 融合,The two companies merged.,The small streams merge to form a river.
metaphor,n.,meta- beyond; -phor- carry,隱喻; 暗喻,Life is a journey is a metaphor.,He used a metaphor to explain his idea.
metropolitan,adj./n.,metro- mother; -polit- city; -an pertaining to,大都市的; 大都市居民,New York is a metropolitan area.,The metropolitan police.
midst,n./prep.,mid- middle,中間; 當中,In the midst of the crowd.,He was in their midst.
migration,n.,migr- wander; -ation act/state of,遷徙; 移民,The migration of birds.,Human migration.
milestone,n.,mile- mile; stone- stone,里程碑; 重要階段,The discovery was a major milestone.,He reached a milestone in his career.
miniature,adj./n.,min- small; -iature- small,微型的; 小型的; 微型畫,She collects miniature cars.,He painted a miniature portrait.
minimal,adj.,min- small; -al pertaining to,最小的; 最低的,He made a minimal effort.,The damage was minimal.
minimize,v.,min- small; -ize make,最小化; 減到最少,They tried to minimize the risks.,He minimized the importance of the problem.
mint,n.,mint- coin,薄荷; 造幣廠; 大量,She chewed a mint.,The coins were minted in London.
missionary,n./adj.,miss- send; -ion act/state of; -ary pertaining to,傳教士; 傳教的,He worked as a missionary in Africa.,The missionary zeal.
moan,n./v.,moan- lament,呻吟; 抱怨; 呻吟,He let out a moan of pain.,She moaned about the weather.
mock,adj./v./n.,mock- imitate,嘲弄的; 假的; 嘲弄; 模擬,He made a mock attack.,They mocked his efforts.
mode,n.,mod- measure,模式; 方式,The car has different driving modes.,He switched to economy mode.
modify,v.,mod- measure; -fy make,修改; 修正,They modified the design.,He modified his behavior.
molecule,n.,mole- mass; -cule- small,分子,Water is made up of H2O molecules.,He studies molecules.
monopoly,n.,mono- one; -pol- sell,壟斷; 獨佔,The company has a monopoly on the market.,He has a monopoly on the conversation.
morality,n.,mor- custom; -ality state/quality,道德; 道德觀,He has a strong sense of morality.,The morality of his actions.
mortality,n.,mort- death; -ality state/quality,死亡率; 必死性,The mortality rate is high.,Human mortality.
mortgage,n.,mort- death; gage- pledge,抵押貸款; 抵押,He took out a mortgage to buy a house.,They paid off their mortgage.
motive,n.,mov- move; -ive tending to,動機; 目的,He had a strong motive for the crime.,What was his motive?
mount,n./v.,mount- mountain,山; 坐騎; 登上,Mount Everest is the highest mountain.,He mounted his horse.
mumble,v./n.,mumble- murmur,嘟囔; 含糊地說; 嘟囔,He mumbled an apology.,She heard a mumble.
municipal,adj.,mun- public; -ic- pertaining to; -al pertaining to,市政的; 市立的,The municipal government.,Municipal elections.
muscular,adj.,mus- muscle; -cul- small; -ar pertaining to,肌肉發達的; 強壯的,He has a muscular physique.,Muscular strength.
mustard,n.,must- must; -ard- burning,芥末,She put mustard on her hot dog.,He likes mustard.
myth,n.,myth- story,神話; 虛構的故事,The myth of Hercules.,It's a common myth.
naive,adj.,naiv- natural,天真的; 幼稚的,She is very naive.,He has a naive belief.
narrative,n./adj.,narr- tell; -ative tending to,敘述; 故事; 敘述的,He told a compelling narrative.,The narrative style of the book.
nasty,adj.,nast- dirty,骯髒的; 惡意的; 令人不快的,He made a nasty comment.,The weather was nasty.
negotiation,n.,neg- not; -otium- leisure; -ation act/state of,談判; 協商,They are in negotiation with the union.,The negotiation process.
neutral,adj./n.,neutr- neither; -al pertaining to,中立的; 中性的; 中立國,He remained neutral in the dispute.,The country is neutral.
nominate,v.,nom- name; -inate make/cause to be,提名; 任命,He was nominated for an award.,She was nominated as a candidate.
nomination,n.,nom- name; -ination act/state of,提名; 任命,He received a nomination for the award.,The nomination process.
nominee,n.,nom- name; -inee person,被提名人; 被任命者,He is a nominee for the award.,The presidential nominee.
nonprofit,adj.,non- not; pro- forward; -fit- make,非營利的,He works for a nonprofit organization.,Nonprofit organizations.
norm,n.,norm- rule/pattern,規範; 準則,Social norms vary from culture to culture.,He deviated from the norm.
noticeable,adj.,not- mark; -ice- notice; -able capable of,顯而易見的; 值得注意的,There was a noticeable change in his behavior.,The difference was noticeable.
notify,v.,not- mark; -fy make,通知; 告知,They notified him of the change.,She notified the police.
notion,n.,not- know; -ion act/state of,概念; 想法,He had a strange notion.,The notion of freedom.
nowhere,adv./pron.,no- no; where- where,無處; 任何地方都不,He had nowhere to go.,The keys were nowhere to be found.
nutrient,n./adj.,nutr- nourish; -ient being,營養物; 營養的,Fruits and vegetables are rich in nutrients.,Nutrient-rich soil.
nutrition,n.,nutr- nourish; -ition act/state of,營養; 營養學,Good nutrition is essential for health.,She studies nutrition.
obligation,n.,ob- to/toward; -lig- bind; -ation act/state of,義務; 職責,He has a legal obligation to pay child support.,She felt an obligation to help.
obscure,adj./v.,ob- to/toward; -scur- dark,模糊的; 晦澀的; 使模糊,His meaning was obscure.,The clouds obscured the sun.
observer,n.,ob- to/toward; -serv- watch; -er person,觀察者; 旁觀者,He was a keen observer of human nature.,International observers monitored the election.
odds,n.,odd- uneven,幾率; 可能性,The odds are against us.,What are the odds?
offering,n.,off- off; -er- agent; -ing act/state of,提供; 祭品; 奉獻,They made an offering to the gods.,The company's new offering.
olive,adj./n.,oliv- olive,橄欖; 橄欖色的,She ate an olive.,Olive oil is healthy.
operational,adj.,oper- work; -ation act/state of; -al pertaining to,操作的; 運行的,The system is fully operational.,Operational costs.
opponent,n.,op- against; -pon- put; -ent being,對手; 反對者,He defeated his opponent.,She is a strong opponent of the plan.
opposition,n.,op- against; -pos- put; -ion act/state of,反對; 對立,There was strong opposition to the proposal.,The opposition party.
opt,v.,opt- choose,選擇; 挑選,He opted for the cheaper option.,She opted to stay home.
optimism,n.,optim- best; -ism doctrine,樂觀主義; 樂觀,He has a positive outlook and a lot of optimism.,Her optimism was infectious.
optional,adj.,opt- choose; -ion act/state of; -al pertaining to,可選擇的; 隨意的,The extra features are optional.,Attendance is optional.
orchard,n.,orchard- garden,果園,They picked apples in the orchard.,The orchard was full of fruit trees.
organism,n.,organ- instrument; -ism doctrine,有機體; 生物,Bacteria are microorganisms.,The human body is a complex organism.
originality,n.,ori- rise; -gin- birth; -al pertaining to; -ity state/quality,獨創性; 新穎,He showed great originality in his work.,The originality of his ideas.
outfit,n./v.,out- out; fit- fit,全套服裝; 配備; 裝備,She wore a new outfit.,They outfitted the expedition.
outlet,n.,out- out; let- let,出口; 插座; 經銷店,The river has an outlet to the sea.,He plugged the lamp into the outlet.
output,n./v.,out- out; put- put,產量; 輸出; 輸出,The factory's output increased.,The computer output the data.
outsider,n.,out- out; side- side; -er person,局外人; 外來者,He felt like an outsider.,She was an outsider to the group.
overall,adj./adv./n.,over- over; all- all,總體的; 全面的; 總的來說; 工作服,The overall impression was good.,"Overall, the project was a success."
overhead,adv./adj./n.,over- over; head- head,在頭頂上; 高架的; 經常費用,The plane flew overhead.,The overhead lights.
oversee,v.,over- over; see- see,監督; 監管,He oversees the project.,She oversees the department.
overtake,v.,over- over; take- take,超越; 趕上,The car overtook the truck.,He overtook his rivals.
overturn,v./n.,over- over; turn- turn,推翻; 顛覆; 翻倒,They overturned the decision.,The car overturned.
overwhelm,v.,over- over; -whelm- cover,壓倒; 使不知所措,She was overwhelmed by emotion.,The task overwhelmed him.
parallel,adj./n./v.,para- beside; -allel- other,平行的; 相似的; 平行線; 與...平行,The two lines are parallel.,Their lives ran in parallel.
participant,n.,part- part; -cip- take; -ant person,參與者; 參加者,He was a participant in the experiment.,The participants in the study.
particle,n.,part- part; -icle- small,粒子; 微粒,Dust particles filled the air.,He studied subatomic particles.
partly,adv.,part- part; -ly in a manner,部分地; 在某種程度上,The success was partly due to luck.,He was partly to blame.
passionate,adj.,pass- suffer; -ion act/state of; -ate full of,熱情的; 激情的,He is a passionate lover of music.,She has a passionate interest in art.
pastry,n.,past- paste,糕點; 油酥點心,She baked some pastries.,He loves French pastry.
patch,n./v.,patch- piece,補丁; 斑點; 修補,He sewed a patch on his jeans.,The dog has a patch of white fur.
patent,n./adj./v.,pat- open; -ent being,專利; 專利的; 獲得專利,He applied for a patent.,The invention is patent.
pathetic,adj.,path- suffer; -etic pertaining to,可憐的; 悲慘的,His efforts were pathetic.,It was a pathetic attempt.
patrol,n./v.,patrol- walk,巡邏; 巡邏隊; 巡邏,The police patrol the streets.,A police patrol car.
patron,n.,patr- father,贊助人; 顧客,He is a patron of the arts.,The restaurant has many regular patrons.
peasant,n.,peas- country,農民; 鄉下人,The peasants worked in the fields.,He lived a simple peasant life.
pedal,n./v.,ped- foot; -al pertaining to,踏板; 踩踏板,He pressed the pedal.,She pedaled her bicycle.
pedestrian,n./adj.,ped- foot; -estri- walk; -an person,行人; 步行的,The pedestrian crossed the street.,Pedestrian safety is important.
penetrate,v.,pen- inside; -etr- enter; -ate make/cause to be,穿透; 滲透,The bullet penetrated the wall.,The light penetrated the darkness.
pension,n./v.,pens- weigh,養老金; 退休金; 發放養老金,He receives a pension.,She retired on a pension.
perceive,v.,per- through; -ceive- take,察覺; 認為,He perceived a change in her mood.,She perceived him as a threat.
perception,n.,per- through; -cept- take; -ion act/state of,感知; 觀念,His perception of reality was distorted.,The public's perception of the company.
performer,n.,per- through; -form- form; -er person,表演者; 演出者,She is a talented performer.,The circus performers.
persist,v.,per- through; -sist- stand,堅持; 持續,He persisted in his efforts.,The rain persisted for days.
personnel,n.,per- through; -son- sound; -nel- small,人事; 員工,The company's personnel department.,Military personnel.
perspective,n./adj.,per- through; -spect- look; -ive tending to,觀點; 視角; 透視的,He offered a different perspective.,From a historical perspective.
pessimism,n.,pessim- worst; -ism doctrine,悲觀主義; 悲觀,He has a pessimistic outlook.,Her pessimism was contagious.
petition,n.,pet- seek; -ition act/state of,請願書; 請願,They signed a petition.,He presented a petition to the government.
petty,adj.,petty- small,瑣碎的; 小氣的,He complained about petty things.,Don't be so petty.
phase,n./v.,phas- show,階段; 相位; 分階段實施,The project is in its final phase.,The moon has different phases.
photographic,adj.,photo- light; -graph- write; -ic pertaining to,攝影的; 逼真的,He has a photographic memory.,Photographic equipment.
pickup,n.,pick- pick; up- up,皮卡車; 提貨; 好轉,He drives a pickup truck.,The economy showed a pickup.
pier,n.,pier- support,碼頭; 橋墩,They walked along the pier.,The ship docked at the pier.
pillar,n.,pillar- column,柱子; 支柱,The roof is supported by pillars.,He is a pillar of the community.
pipeline,n.,pipe- pipe; line- line,管道; 輸油管; 渠道,Oil is transported through pipelines.,The project is in the pipeline.
pirate,n./v.,pirate- robber,海盜; 盜版; 盜版,The pirates attacked the ship.,They pirated the software.
pitcher,n.,pitch- throw; -er agent,投手; 水罐,The pitcher threw a fastball.,He poured water from the pitcher.
placement,n.,place- place; -ment result of,放置; 安置; 實習,The placement of the furniture.,Job placement services.
plea,n.,plea- beg,懇求; 答辯,He made a plea for help.,She entered a plea of not guilty.
plead,v.,plead- beg,懇求; 辯護,He pleaded for mercy.,She pleaded guilty.
pledge,n./v.,pledge- promise,誓言; 保證; 保證,He made a pledge to his country.,They pledged their support.
plunge,n./v.,plunge- dive,跳水; 暴跌; 投入,He took a plunge into the cold water.,The stock market plunged.
plural,adj./n.,plur- more; -al pertaining to,複數的; 複數,The word "children" is plural.,He used the plural form.
poetic,adj.,poet- poet; -ic pertaining to,詩意的; 詩歌的,He has a poetic soul.,The poetic language.
poke,v./n.,poke- push,戳; 捅; 戳,He poked her with his finger.,She gave him a poke.
porch,n.,porch- portico,門廊; 走廊,They sat on the porch.,The house has a large porch.
portfolio,n.,port- carry; -foli- leaf,文件夾; 投資組合,He showed her his portfolio of artwork.,She has a diverse investment portfolio.
practitioner,n.,pract- practice; -ition- act; -er person,從業者; 執業者,He is a medical practitioner.,A general practitioner.
precaution,n.,pre- before; -caut- beware; -ion act/state of,預防措施; 警惕,They took precautions against fire.,He exercised precaution.
predator,n.,pre- before; -dat- give; -or agent,捕食者; 掠奪者,Lions are predators.,The predator hunted its prey.
preference,n.,pre- before; -fer- carry; -ence state/quality,偏愛; 優先,He has a preference for classical music.,She expressed her preference.
prejudice,n./v.,pre- before; -jud- judge; -ice result,偏見; 歧視; 使有偏見,He has a prejudice against foreigners.,They prejudiced the jury.
preliminary,adj./n.,pre- before; -limin- threshold; -ary pertaining to,初步的; 預備的; 初步行動,They held preliminary discussions.,The preliminary results.
premature,adj.,pre- before; -matur- ripe,過早的; 不成熟的,The baby was born prematurely.,It was a premature decision.
premier,adj./n.,prem- first,首要的; 總理; 首相,He is the premier of the province.,The premier event.
premise,n.,pre- before; -mis- send,前提; 假定,His argument was based on a false premise.,The premise of the book.
premium,n.,pre- before; -em- take,獎金; 保險費; 高級的,He paid a premium for the insurance.,The car uses premium fuel.
prescribe,v.,pre- before; -scrib- write,開藥; 規定,The doctor prescribed some medicine.,The rules prescribe certain procedures.
prescription,n.,pre- before; -script- write; -ion act/state of,處方; 藥方,He filled his prescription at the pharmacy.,The doctor wrote a prescription.
presidency,n.,pre- before; -sid- sit; -ency state/quality,總統職位; 總統任期,He won the presidency.,During his presidency.
presidential,adj.,pre- before; -sid- sit; -ent- being; -ial pertaining to,總統的; 總統選舉的,The presidential election.,He is a presidential candidate.
presumably,adv.,pre- before; -sum- take; -ably capable of; -ly in a manner,大概; 推測起來,"Presumably, he'll be there.",She's presumably at home.
presume,v.,pre- before; -sum- take,假定; 推測,I presume you're hungry.,He presumed her to be innocent.
prevail,v.,pre- before; -vail- strong,盛行; 佔優勢,Justice will prevail.,The custom still prevails.
prey,n./v.,prey- seize,獵物; 犧牲品; 捕食,The lion hunted its prey.,He fell prey to temptation.
prior,adj./adv./n.,pri- first; -or- comparative,優先的; 在前的; 優先,He has prior experience.,He arrived prior to the meeting.
proclaim,v.,pro- forward; -claim- cry out,宣告; 聲明,They proclaimed their independence.,He proclaimed his love for her.
productivity,n.,pro- forward; -duc- lead; -ity state/quality,生產力; 生產率,The company increased its productivity.,Worker productivity.
profile,n./v.,pro- forward; -fil- thread,側面; 輪廓; 描繪輪廓,He has a low profile.,She drew his profile.
profound,adj.,pro- forward; -found- bottom,深刻的; 深遠的,He has a profound understanding of the subject.,The book had a profound impact.
progressive,adj./n.,pro- forward; -gress- step; -ive tending to,進步的; 漸進的; 進步人士,He has progressive ideas.,The progressive movement.
prohibit,v.,pro- forward; -hib- hold,禁止; 阻止,Smoking is prohibited in public places.,The law prohibits discrimination.
projection,n.,pro- forward; -ject- throw; -ion act/state of,預測; 投射; 突出物,Sales projections for the next quarter.,The projection of the image.
prolong,v.,pro- forward; -long- long,延長; 拖延,They prolonged the meeting.,The war was prolonged.
prone,adj.,prone- leaning forward,易於...的; 傾向於...的,He is prone to accidents.,She is prone to illness.
propaganda,n.,prop- forward; -ag- drive; -anda things to be done,宣傳; 宣傳活動,Political propaganda.,He spread propaganda.
prophet,n.,pro- forward; -phet- speak,先知; 預言家,He was a prophet.,The prophet predicted the future.
proportion,n./v.,pro- forward; -port- carry; -ion act/state of,比例; 部分; 使成比例,The proportion of men to women was equal.,He proportioned the ingredients.
prosecution,n.,pro- forward; -secut- follow; -ion act/state of,起訴; 檢舉,The prosecution presented its case.,He faced prosecution.
prospect,n./v.,pro- forward; -spect- look,前景; 展望; 勘探,The prospect of a new job excited him.,They prospected for gold.
province,n.,pro- forward; -vinc- conquer,省; 領域,He lives in a small province.,The province of art.
provision,n.,pro- forward; -vis- see; -ion act/state of,提供; 供應; 條款,The provision of food and shelter.,The contract contains a provision.
provoke,v.,pro- forward; -voke- call,激怒; 挑釁; 引起,His words provoked her anger.,The incident provoked a strong reaction.
pulse,n./v.,puls- drive,脈搏; 脈衝; 跳動,He felt her pulse.,The music had a strong pulse.
purchase,n./v.,pur- forth; -chase- take,購買; 購買物; 購買,He made a purchase.,She purchased a new car.
pyramid,n.,pyr- fire,金字塔,The pyramids of Egypt are ancient wonders.,He built a pyramid of blocks.
qualify,v.,qual- quality; -fy make,使合格; 取得資格,He qualified for the Olympics.,She qualified as a doctor.
quest,n.,quest- seek,探索; 尋求,He embarked on a quest for knowledge.,The quest for truth.
questionnaire,n.,quest- seek; -ion act/state of; -naire- question,問卷; 調查表,They conducted a survey using a questionnaire.,He filled out the questionnaire.
quiver,n./v.,quiver- shake,顫抖; 顫動; 顫抖,He felt a quiver of fear.,Her lips quivered.
quota,n.,quot- how many,配額; 定額,The company has a sales quota.,They imposed a quota on imports.
racism,n.,race- race; -ism doctrine,種族主義; 種族歧視,He fought against racism.,Racism is a serious problem.
rack,n./v.,rack- stretch,架子; 齒條; 折磨,He hung his coat on the rack.,The rack of lamb.
radiation,n.,radi- ray; -ation act/state of,輻射; 放射,Exposure to radiation can be harmful.,Solar radiation.
radical,adj./n.,radic- root; -al pertaining to,激進的; 根本的; 激進分子,He has radical ideas.,The radical changes.
ragged,adj.,rag- torn,破爛的; 參差不齊的,He wore ragged clothes.,The ragged edge of the cloth.
raid,n./v.,raid- ride,突襲; 襲擊; 突襲,The police conducted a raid on the house.,They raided the enemy camp.
rail,n.,rail- bar,欄杆; 鐵軌; 鐵路,He held onto the rail.,The train runs on rails.
rally,n./v.,rally- gather,集會; 團結; 恢復,They held a political rally.,The team rallied in the second half.
ranch,n./v.,ranch- farm,大牧場; 牧場; 經營牧場,He owns a large ranch.,They ranched cattle.
random,adj.,rand- disorder,隨機的; 任意的,He made a random choice.,The survey used a random sample.
ratio,n.,rat- reckon; -io- result,比率; 比例,The ratio of men to women was 2:1.,The ratio of profit to sales.
rational,adj.,rat- reckon; -ion act/state of; -al pertaining to,理性的; 合理的,He made a rational decision.,She is a rational person.
rattle,v./n.,rattle- sound,發出嘎嘎聲; 使不安; 嘎嘎聲,The windows rattled in the wind.,The news rattled him.
realism,n.,real- real; -ism doctrine,現實主義; 現實性,He approaches problems with realism.,The realism of the painting.
realm,n.,real- royal,領域; 範圍,The realm of science.,He is an expert in his realm.
rear,adj./n.,rear- back,後面的; 後部; 撫養,The rear of the car.,He sat in the rear.
reassure,v.,re- back; as- to/toward; -sur- sure,使安心; 使放心,He reassured her that everything would be fine.,She needed reassurance.
rebellion,n.,re- back; -bell- war; -ion act/state of,叛亂; 反抗,The rebellion was suppressed.,He led a rebellion.
recession,n.,re- back; -cess- go; -ion act/state of,衰退; 不景氣,The country is in a recession.,The economic recession.
recipient,n./adj.,re- back; -cip- take; -ient being,接受者; 領受者; 接受的,He was the recipient of an award.,The recipient of the letter.
recite,v.,re- back; -cit- call,背誦; 朗誦,She recited a poem.,He recited the alphabet.
recommend,v.,re- back; com- together; -mend- command,推薦; 建議,He recommended the book to me.,I recommend that you see a doctor.
recommendation,n.,re- back; com- together; -mend- command; -ation act/state of,推薦; 建議,He received a strong recommendation.,The committee made a recommendation.
recruit,v./n.,re- back; -cruit- grow,招募; 徵募; 新兵,They recruited new members.,The army recruited soldiers.
refuge,n.,re- back; -fug- flee,避難所; 庇護,They sought refuge from the storm.,He found refuge in the church.
regardless,adj./adv.,re- back; guard- guard; -less without,不顧; 不管,"He continued regardless of the danger.","Regardless of the weather, we will go."
regime,n.,reg- rule,政權; 制度,The military regime was overthrown.,The new regime.
rehearsal,n.,re- back; -hear- hear; -al act/state of,排練; 預演,They had a dress rehearsal.,The band had a rehearsal.
reinforce,v.,re- back; -in- in; -forc- strong,加強; 增援,They reinforced the wall.,The evidence reinforced his belief.
reminder,n.,re- back; -mind- mind; -er agent,提醒; 提示,He sent her a reminder about the meeting.,The photo was a reminder of their trip.
removal,n.,re- back; -mov- move; -al act/state of,移除; 搬遷,The removal of the old building.,Waste removal.
render,v.,render- give,使成為; 給予; 翻譯,The news rendered him speechless.,They rendered assistance.
rental,n.,rent- rent; -al act/state of,租賃; 租金,He paid the car rental fee.,The rental property.
repay,v.,re- back; pay- pay,償還; 報答,He repaid the loan.,She repaid his kindness.
republican,n./adj.,re- back; -public- public; -an person,共和黨人; 共和的,He is a Republican.,The Republican Party.
resemblance,n.,re- back; -sembl- seem; -ance state/quality,相似; 相似之處,There is a strong resemblance between them.,He bears a striking resemblance to his father.
reservoir,n.,re- back; -serv- keep; -oir- place,水庫; 儲藏處,The city gets its water from the reservoir.,An oil reservoir.
residence,n.,re- back; -sid- sit; -ence state/quality,住所; 居住,He changed his residence.,The official residence.
resident,n./adj.,re- back; -sid- sit; -ent being,居民; 居住的,He is a resident of the city.,The resident doctor.
residential,adj.,re- back; -sid- sit; -ent- being; -ial pertaining to,住宅的; 居住的,The area is mainly residential.,Residential buildings.
resort,n./v.,re- back; -sort- lot,度假勝地; 訴諸; 採取,They stayed at a luxury resort.,He resorted to violence.
respondent,n.,re- back; -spond- promise; -ent being,答辯人; 受訪者,The respondent answered the questions.,The survey respondents.
resume,v./n.,re- back; -sum- take,恢復; 重新開始; 簡歷,He resumed his work.,She submitted her resume.
retail,n./adj./adv./v.,re- back; -tail- cut,零售; 零售的; 零售地; 零售,He works in retail.,The retail price.
revenue,n.,re- back; -ven- come,收入; 收益,The company's revenue increased.,Government revenue.
reverse,v./adj./n.,re- back; -vers- turn,顛倒; 逆轉; 相反的; 反面,He reversed the car.,The reverse side of the coin.
rhetoric,n.,rhetor- speaker; -ic pertaining to,修辭; 花言巧語,His speech was full of empty rhetoric.,Political rhetoric.
rib,n./v.,rib- bone,肋骨; 肋條; 加肋,He broke a rib.,The boat has strong ribs.
ridge,n./v.,ridge- back,山脊; 隆起; 形成山脊,The house is on a ridge.,The snow formed a ridge.
ridiculous,adj.,rid- laugh; -ic- pertaining to; -ulous full of,荒謬的; 可笑的,His idea was ridiculous.,It's a ridiculous situation.
rifle,n./v.,rifle- twist,步槍; 步槍; 搜查,He carried a rifle.,The police rifled through his belongings.
rigid,adj.,rig- stiff,僵硬的; 嚴格的,The rules are rigid.,He has a rigid personality.
rim,n./v.,rim- edge,邊緣; 框; 鑲邊,The rim of the cup.,He rimmed the glass with salt.
riot,n./v.,riot- revel,暴亂; 騷亂; 暴動,The police suppressed the riot.,The prisoners rioted.
rip,v./n.,rip- tear,撕裂; 裂縫; 撕裂,He ripped his shirt.,There was a rip in the fabric.
risky,adj.,risk- risk; -y full of,有風險的; 危險的,It was a risky investment.,He took a risky decision.
ritual,n./adj.,rit- rite; -ual pertaining to,儀式; 慣例; 儀式的,They performed a religious ritual.,The ritual dance.
rival,adj./n./v.,rival- stream,競爭的; 對手; 競爭,He is his main rival.,The two companies rival each other.
rod,n.,rod- stick,杆; 棒,He held a fishing rod.,The curtain rod.
sacred,adj.,sacr- holy,神聖的; 莊嚴的,The temple is a sacred place.,Sacred music.
saddle,n./v.,saddle- seat,馬鞍; 鞍座; 給...裝鞍,He put the saddle on the horse.,She saddled her horse.
saint,n./v.,saint- holy,聖人; 聖徒; 封聖,Saint Peter is a famous saint.,She was sainted.
salmon,n./adj.,salmon- fish,鮭魚; 鮭魚肉,He caught a salmon.,Salmon is a healthy fish.
salon,n.,salon- room,沙龍; 美容院,She went to the beauty salon.,The art salon.
sandal,n.,sandal- shoe,涼鞋; 拖鞋,She wore sandals.,He bought a new pair of sandals.
scan,n./v.,scan- climb,掃描; 瀏覽; 掃描,He scanned the document.,She scanned the horizon.
scandal,n.,scandal- trap,醜聞; 醜事,The politician was involved in a scandal.,The scandal ruined his career.
scar,n./v.,scar- mark,疤痕; 傷疤; 留下疤痕,He has a scar on his face.,The fire scarred the landscape.
scenario,n.,scen- scene; -ario- place,情景; 劇本,They discussed different scenarios.,The worst-case scenario.
scent,n./v.,scent- smell,氣味; 香味; 聞到,The scent of flowers filled the air.,The dog scented the rabbit.
scheme,n./v.,scheme- plan,計劃; 方案; 密謀,He devised a new scheme.,They schemed against him.
scope,n.,scop- look,範圍; 視野,The scope of the project is broad.,Beyond the scope of this discussion.
scramble,v./n.,scramble- mix,爬行; 爭奪; 炒蛋,He scrambled up the hill.,The children scrambled for the candy.
scrap,n./v.,scrap- cut,碎片; 廢料; 廢棄,He threw the scrap paper away.,They scrapped the old car.
script,n./v.,script- write,劇本; 腳本; 寫腳本,He wrote a script for the movie.,The actors read the script.
sector,n.,sect- cut; -or agent,部門; 領域,The public sector and the private sector.,The financial sector.
segment,n./v.,seg- cut; -ment result of,部分; 片段; 分割,The orange was divided into segments.,They segmented the market.
seminar,n.,semin- seed; -ar- place,研討會; 專題討論會,He attended a seminar on marketing.,The professor led a seminar.
senator,n.,sen- old; -ator agent,參議員,He is a senator from California.,She is a US senator.
sensation,n.,sens- feel; -ation act/state of,感覺; 知覺; 轟動,He felt a burning sensation.,The news caused a sensation.
sensitivity,n.,sens- feel; -itive tending to; -ity state/quality,敏感性; 靈敏度,She has a high sensitivity to pain.,The sensitivity of the equipment.
sensor,n.,sens- feel; -or agent,傳感器; 探測器,The car has parking sensors.,The sensor detects movement.
sentiment,n.,sens- feel; -ment result of,情感; 情緒; 觀點,He expressed his sentiments.,Public sentiment was against the war.
sentimental,adj.,sens- feel; -ment result of; -al pertaining to,感傷的; 多愁善感的,She kept a sentimental old photograph.,He is very sentimental.
sequence,n./v.,sequ- follow; -ence state/quality,順序; 序列; 按順序排列,The events occurred in a logical sequence.,He arranged the photos in sequence.
series,n.,ser- series,系列; 連續,The book is part of a series.,A series of unfortunate events.
server,n.,serve- serve; -er person,服務器; 服務員,The website is hosted on a powerful server.,He works as a server in a restaurant.
session,n.,sess- sit; -ion act/state of,會議; 會期; 訓練課,The parliament is in session.,They held a training session.
setting,n.,set- set; -ing act/state of,環境; 背景; 設置,The story has a rural setting.,The setting of the sun.
shareholder,n.,share- share; hold- hold; -er person,股東,The company's shareholders voted on the proposal.,He is a major shareholder.
shatter,v.,shatter- break,粉碎; 破滅,The glass shattered into a thousand pieces.,His dreams were shattered.
shed,v./n.,shed- separate,脫落; 流出; 小屋,The snake shed its skin.,The garden shed.
sheer,adj./adv.,sheer- pure,純粹的; 陡峭的; 完全地,It was sheer luck.,The cliff was sheer.
sheriff,n.,sheriff- shire reeve,治安官; 警長,The sheriff arrested the suspect.,He is the county sheriff.
shield,n./v.,shield- protect,盾牌; 保護; 保護,He carried a shield.,She shielded her eyes from the sun.
shiver,n./v.,shiver- shake,顫抖; 哆嗦; 顫抖,He felt a shiver of fear.,She shivered with cold.
shortage,n.,short- short; -age act/state of,短缺; 不足,There is a shortage of water.,A labor shortage.
shove,v./n.,shove- push,推; 擠; 推,He shoved her aside.,She gave him a shove.
shrug,n./v.,shrug- raise shoulders,聳肩; 聳肩,He gave a shrug of indifference.,She shrugged her shoulders.
shuttle,n./v.,shuttle- dart,穿梭; 往返; 穿梭,The bus shuttles between the airport and the city.,The space shuttle.
sibling,n.,sib- kin; -ling- small,兄弟姐妹,He has two siblings.,She is my sibling.
siege,n.,siege- seat,圍攻; 包圍,The city was under siege.,They laid siege to the castle.
skeleton,n.,skelet- dried,骨骼; 骨架; 梗概,The human skeleton.,The skeleton of the argument.
