單字,詞性,詞根,中文解釋,例句1,例句2
opportunity,n.,op- to/toward; -port- harbor; -unity state/quality,機會; 時機,He seized the opportunity.,A golden opportunity.
opposite,adj./n./prep./adv.,op- against; -pos- put; -ite pertaining to,相反的; 對立的; 對面; 在對面,He sat on the opposite side.,The opposite of love is hate.
optimistic,adj.,optim- best; -ist- skilled; -ic pertaining to,樂觀的; 樂觀主義的,He is optimistic about the future.,An optimistic outlook.
oral,adj./n.,or- mouth; -al pertaining to,口頭的; 口試; 口語,He gave an oral presentation.,An oral examination.
organic,adj.,organ- instrument; -ic pertaining to,有機的; 器官的,Organic food is healthy.,Organic chemistry.
organize,v.,organ- instrument; -ize make,組織; 安排,They organized a party.,He organized his thoughts.
original,adj./n.,ori- rise; -gin- birth; -al pertaining to,原始的; 獨創的; 原件,He has an original idea.,The original painting.
outdoor,adj.,out- out; door- door,戶外的; 野外的,Outdoor activities are popular.,An outdoor swimming pool.
outdoors,adv.,out- out; door- door,在戶外; 在野外,He loves to be outdoors.,They played outdoors.
outer,adj.,out- out; -er- comparative,外部的; 外面的,The outer layer of the skin.,The outer space.
outline,n./v.,out- out; line- line,輪廓; 提綱; 概述,He drew an outline of the house.,She outlined her plan.
oven,n.,oven- furnace,烤箱; 爐子,She baked a cake in the oven.,A microwave oven.
overseas,adv./adj.,over- over; sea- sea,海外; 國外; 海外的,He works overseas.,Overseas travel.
owe,v.,owe- possess,欠; 歸功於,He owes me $100.,He owes his success to his parents.
owl,n.,owl- bird,貓頭鷹,An owl hooted in the night.,A wise owl.
ownership,n.,own- own; -er- agent; -ship state/quality,所有權; 物主身份,He has ownership of the property.,The ownership of the company.
ox,n.,ox- cattle,牛; 公牛,The farmer used an ox to plow the field.,A pair of oxen.
pad,n./v.,pad- cushion,墊子; 襯墊; 填充,He wrote on a notepad.,She padded the chair.
painter,n.,paint- paint; -er person,畫家; 油漆工,He is a famous painter.,A house painter.
pal,n.,pal- friend,朋友; 夥伴,He is my best pal.,They are good pals.
palace,n.,palace- official residence,宮殿; 皇宮,The king lives in a palace.,Buckingham Palace.
palm,n.,palm- hand,手掌; 棕櫚樹,He held the coin in his palm.,A palm tree.
pancake,n.,pan- pan; cake- cake,薄煎餅; 鬆餅,She made pancakes for breakfast.,Blueberry pancakes.
panic,n./v.,pan- all,恐慌; 驚慌; 恐慌,He felt a sudden panic.,She panicked.
parade,n./v.,parade- show,遊行; 閱兵; 遊行,They watched the parade.,The soldiers paraded.
paradise,n.,para- beside; -dise- garden,天堂; 樂園,He believes in paradise.,A tropical paradise.
parcel,n./v.,part- part; -cel- small,包裹; 小包; 分配,He sent a parcel by mail.,They parceled out the land.
parrot,n./v.,parrot- bird,鸚鵡; 鸚鵡學舌,The parrot can talk.,He parroted her words.
passage,n.,pass- pass; -age act/state of,通道; 段落; 航行,He walked through the passage.,A passage from the Bible.
passenger,n.,pass- pass; -en- make; -ger- agent,乘客; 旅客,The bus was full of passengers.,An airplane passenger.
passion,n.,pass- suffer; -ion act/state of,熱情; 激情,He has a passion for music.,Her passion for life.
passport,n.,pass- pass; port- port,護照,He showed his passport.,A valid passport.
pat,v./n.,pat- tap,輕拍; 輕拍; 輕拍,He patted the dog's head.,She gave him a pat on the back.
patience,n.,pat- suffer; -ience state/quality,耐心; 忍耐,He has a lot of patience.,Her patience was rewarded.
pause,n./v.,pause- stop,暫停; 停頓; 暫停,He took a pause for a moment.,She paused to think.
pave(ment),v./(n.),pave- flatten; -ment result of,鋪設; 鋪路; 人行道,They paved the road.,The pavement was wet.
pea,n.,pea- plant,豌豆,She ate some peas.,Green peas.
peanut,n.,pea- pea; nut- nut,花生,He ate some peanuts.,Peanut butter.
pearl,n.,pearl- gem,珍珠,She wore a pearl necklace.,A string of pearls.
peel,v./n.,peel- skin,剝皮; 削皮; 果皮,He peeled the orange.,The banana peel.
penguin,n.,penguin- bird,企鵝,Penguins live in Antarctica.,A group of penguins.
penny,n.,penny- coin,便士; 一分錢,He found a penny.,A copper penny.
pepper,n.,pepper- spice,胡椒; 辣椒,She added pepper to the soup.,Black pepper.
perform,v.,per- through; -form- form,表演; 履行; 執行,He performed on stage.,She performed her duties.
performance,n.,per- through; -form- form; -ance state/quality,表演; 表現; 性能,His performance was excellent.,The car's performance.
permission,n.,per- through; -miss- send; -ion act/state of,允許; 許可,He asked for permission.,She gave him permission.
permit,v./n.,per- through; -mit- send,允許; 許可; 許可證,They permitted him to enter.,He has a work permit.
persuade,v.,per- through; -suad- advise,說服; 勸說,He persuaded her to go.,She persuaded him to change his mind.
photographer,n.,photo- light; -graph- write; -er person,攝影師,He is a professional photographer.,A wedding photographer.
pigeon,n.,pigeon- bird,鴿子,A pigeon landed on the window sill.,Pigeons are common in cities.
pile,n./v.,pile- heap,堆; 大量; 堆積,He had a pile of books on his desk.,He piled the books.
pill,n.,pill- ball,藥丸; 藥片,He took a pill for his headache.,A sleeping pill.
pilot,n./v.,pilot- rudder,飛行員; 領航員; 駕駛,He is an airline pilot.,She piloted the plane.
pine,n.,pine- tree,松樹; 松木,Pine trees grow in the forest.,A pine cone.
pineapple,n.,pine- pine; apple- apple,菠蘿,She ate a pineapple.,Pineapple juice.
pint,n.,pint- measure,品脫,He ordered a pint of beer.,A pint of milk.
pit,n.,pit- hole,坑; 凹陷; 果核,He dug a pit.,The pit of a cherry.
pitch,n./v.,pitch- throw,投擲; 音高; 瀝青,He pitched the ball.,The pitch of his voice.
pity,n./v.,pity- compassion,憐憫; 同情; 憐憫,He felt pity for the poor man.,She pitied him.
plastic,n./adj.,plast- mold; -ic pertaining to,塑料; 塑料的,The bottle is made of plastic.,Plastic bags.
playful,adj.,play- play; -ful full of,愛玩耍的; 開玩笑的,He is a playful child.,A playful puppy.
plenty,pron./n./adv.,plent- full; -y result of,大量; 充足; 足夠,He has plenty of money.,Plenty of time.
plug,n./v.,plug- stopper,插頭; 塞子; 堵塞,He plugged in the lamp.,The drain was plugged.
pole,n.,pole- post,杆; 柱; 極點,He climbed up the pole.,The North Pole.
political,adj.,polit- city; -ic- pertaining to; -al pertaining to,政治的; 政治上的,He is interested in political science.,Political parties.
politician,n.,polit- city; -ic- pertaining to; -ian person,政治家; 政客,He is a famous politician.,A corrupt politician.
politics,n.,polit- city; -ics art/science,政治; 政治學,He studies politics.,The politics of the situation.
poll,n./v.,poll- head,民意調查; 投票; 投票,They conducted a poll.,He polled the voters.
pollute,v.,pol- dirty; -lut- wash,汙染; 弄髒,The factory polluted the river.,Air pollution.
pollution,n.,pol- dirty; -lut- wash; -ion act/state of,汙染; 汙染物,Air pollution is a serious problem.,Water pollution.
porcelain,n.,porc- pig,瓷器; 瓷,The vase is made of porcelain.,Fine porcelain.
portion,n./v.,port- carry; -ion act/state of,部分; 一份; 分配,He ate a small portion of cake.,She portioned out the food.
portrait,n.,por- forth; -tract- draw,肖像; 畫像,He painted a portrait of his wife.,A self-portrait.
poster,n.,post- post; -er person,海報; 招貼畫,He put up a poster.,A movie poster.
postpone(ment),v./(n.),post- after; -pon- put; -ment result of,推遲; 延期; 延期,They postponed the meeting.,The postponement of the game.
pottery,n.,pot- pot; -ery result of,陶器; 陶瓷,She collects pottery.,Ancient pottery.
pour,v.,pour- flow,倒; 傾瀉,He poured water into the glass.,The rain poured down.
poverty,n.,pover- poor; -ty state/quality,貧困; 貧窮,He lived in poverty.,The problem of poverty.
powder,n./v.,powder- dust,粉末; 火藥; 撒粉,She put powder on her face.,Gunpowder.
practical,adj.,pract- practice; -ic- pertaining to; -al pertaining to,實用的; 實際的,He has practical experience.,A practical solution.
precious,adj.,preci- price; -ous full of,珍貴的; 寶貴的,He gave her a precious gift.,Precious jewels.
preparation,n.,pre- before; -par- make; -ation act/state of,準備; 預備,He made preparations for the trip.,Meal preparation.
presence,n.,pre- before; -sent- be; -ence state/quality,存在; 出席; 風度,His presence was felt.,She felt his presence.
pretend,v.,pre- before; -tend- stretch,假裝; 偽裝,He pretended to be asleep.,She pretended not to hear him.
prevent,v.,pre- before; -vent- come,預防; 阻止,He prevented the accident.,The fence prevented them from entering.
previous,adj.,pre- before; -vi- way; -ous full of,以前的; 先前的,He lived in a previous life.,The previous day.
probable,adj.,pro- forward; -bab- try; -able capable of,可能的; 或許的,It is probable that he will come.,A probable outcome.
process,n./v.,pro- forward; -cess- go,過程; 程序; 處理,The process of making wine.,He processed the data.
producer,n.,pro- forward; -duc- lead; -er person,生產者; 製作人,He is a film producer.,A music producer.
product,n.,pro- forward; -duc- lead,產品; 產物,The company sells various products.,A new product.
professor,n.,pro- forward; -fess- speak; -or agent,教授,He is a university professor.,A history professor.
profit,n./v.,pro- forward; -fic- make,利潤; 收益; 獲利,The company made a profit.,He profited from the deal.
promote,v.,pro- forward; -mov- move,促進; 提升; 宣傳,He was promoted to manager.,They promoted the new product.
pronounce,v.,pro- forward; -nounc- tell,發音; 宣告,He pronounced the word correctly.,She pronounced him guilty.
proof,n.,prov- test,證據; 證明,He has no proof.,The proof of his innocence.
property,n.,propri- own; -ty state/quality,財產; 房地產; 特性,He owns a lot of property.,The properties of water.
protection,n.,pro- forward; -tect- cover; -ion act/state of,保護; 防護,Environmental protection.,He sought protection.
pub,n.,pub- public,酒吧; 酒館,They went to the pub.,A local pub.
pump,n./v.,pump- push,泵; 抽水機; 抽水,He used a pump to inflate the tire.,He pumped water from the well.
punch,n./v.,punch- strike,拳打; 打孔; 拳頭,He punched him in the face.,She punched a hole in the paper.
puppet,n.,pup- doll,木偶; 傀儡,He played with a puppet.,A puppet show.
pure,adj.,pur- pure,純潔的; 純粹的,Pure water is essential.,He has a pure heart.
purse,n.,purse- bag,錢包; 手提包,She carried a purse.,A leather purse.
queer,adj.,queer- strange,奇怪的; 古怪的; 同性戀的,He had a queer feeling.,A queer idea.
quit,v.,quit- leave,放棄; 辭職; 停止,He quit his job.,She quit smoking.
quote,v./n.,quot- how many,引用; 引文; 報價,He quoted a famous saying.,She gave him a quote for the job.
racial,adj.,race- race; -al pertaining to,種族的; 人種的,Racial discrimination is a serious problem.,Racial equality.
rag,n.,rag- torn cloth,破布; 碎布,He wiped the table with a rag.,A rag doll.
rank,n./v.,rank- row,等級; 軍銜; 排列,He holds a high rank.,She ranked first in her class.
rate,n./v.,rate- reckon,比率; 速度; 評價,The interest rate is high.,He rated the movie highly.
raw,adj.,raw- uncooked,生的; 未加工的,Raw meat is not safe to eat.,Raw materials.
ray,n.,ray- beam,光線; 射線,A ray of sunshine.,X-rays.
razor,n.,razor- shave,剃鬚刀; 刮臉刀,He shaved with a razor.,A safety razor.
react,v.,re- back; -act- do,反應; 反作用,He reacted angrily to the news.,The chemicals reacted.
reaction,n.,re- back; -act- do; -ion act/state of,反應; 反作用,His reaction was unexpected.,A chemical reaction.
reasonable,adj.,reason- reason; -able capable of,合理的; 有道理的,He made a reasonable offer.,A reasonable price.
receipt,n.,re- back; -cept- take,收據; 收到,He asked for a receipt.,She received a receipt.
receiver,n.,re- back; -ceive- take; -er person,接收器; 聽筒; 接收者,The phone receiver.,A radio receiver.
recognize,v.,re- back; -cogn- know; -ize make,認出; 承認; 識別,He recognized her voice.,They recognized his talent.
recorder,n.,re- back; -cord- heart; -er person,錄音機; 記錄員,He bought a new voice recorder.,A tape recorder.
rectangle,n.,rect- straight; -angle- angle,長方形; 矩形,He drew a rectangle.,A rectangular table.
reduce,v.,re- back; -duc- lead,減少; 降低,They reduced the price.,He reduced his weight.
regional,adj.,reg- rule; -ion- act; -al pertaining to,地區的; 區域的,Regional differences.,A regional dialect.
regret,v./n.,re- back; -gret- weep,後悔; 遺憾; 後悔,He regretted his decision.,She expressed her regret.
relax,v.,re- back; -lax- loose,放鬆; 休息,He relaxed on the sofa.,She relaxed her muscles.
release,n./v.,re- back; -lease- loose,釋放; 發佈; 釋放,He was released from prison.,The company released a new product.
reliable,adj.,re- back; -ly- bind; -able capable of,可靠的; 可信賴的,He is a reliable person.,A reliable source of information.
relief,n.,re- back; -lev- light,緩解; 解脫; 救濟,He felt a sense of relief.,Disaster relief.
religious,adj.,re- back; -lig- bind; -ious full of,宗教的; 虔誠的,He is a religious person.,Religious beliefs.
rely,v.,re- back; -ly- bind,依靠; 依賴,He relies on his parents.,You can rely on me.
remain,v.,re- back; -man- stay,保持; 留下; 剩餘,He remained silent.,The remains of the building.
remind,v.,re- back; -mind- mind,提醒; 使想起,He reminded her of her promise.,The photo reminded him of his childhood.
remote,adj.,re- back; -mot- move,遙遠的; 偏僻的,He lives in a remote village.,A remote control.
replace(ment),v./(n.),re- back; -place- place; -ment result of,替換; 更換; 替代品,He replaced the broken window.,The replacement of old equipment.
represent,v.,re- back; -present- show,代表; 象徵; 描繪,He represents his country.,The dove represents peace.
representative,adj./n.,re- back; -present- show; -ative tending to,代表性的; 典型的; 代表,He is a representative of the company.,A sales representative.
republic,n.,re- back; -public- public,共和國; 共和政體,The country is a republic.,The People's Republic of China.
request,n./v.,re- back; -quest- seek,請求; 要求; 請求,He made a request for help.,She requested more information.
reserve,n./v.,re- back; -serv- keep,儲備; 預訂; 保留,He has a reserve of energy.,They reserved a table.
resist,v.,re- back; -sist- stand,抵抗; 抵制,He resisted the temptation.,She resisted his advances.
resource,n.,re- back; -surg- rise,資源; 財力,Natural resources are important.,Human resources.
response,n.,re- back; -spond- promise; -se result,回應; 答覆,He received a quick response.,Her response was positive.
responsibility,n.,re- back; -spond- promise; -ible capable of; -ity state/quality,責任; 職責,He has a lot of responsibility.,Take responsibility for your actions.
restrict,v.,re- back; -strict- draw tight,限制; 約束,They restricted access to the area.,The rules restrict smoking.
reveal,v.,re- back; -veil- veil,揭示; 透露,He revealed the secret.,The truth was revealed.
ribbon,n.,ribbon- strip,絲帶; 緞帶,She tied a ribbon in her hair.,A red ribbon.
rid,adj./v.,rid- free,擺脫; 免除; 擺脫,He got rid of the old furniture.,She was glad to be rid of him.
ripe,adj.,ripe- mature,成熟的; 時機成熟的,The fruit is ripe.,The time is ripe.
risk,n./v.,risk- danger,風險; 危險; 冒險,He took a big risk.,He risked his life.
roar,n./v.,roar- sound,吼叫; 咆哮; 吼叫,The lion roared.,He heard a roar.
roast,adj./n./v.,roast- cook,烤的; 烤肉; 烤,He ate roast chicken.,She roasted the vegetables.
rob,v.,rob- steal,搶劫; 盜竊,He robbed the bank.,They robbed him of his money.
robbery,n.,rob- steal; -ery result of,搶劫; 盜竊,He was a victim of robbery.,Bank robbery.
robe,n.,robe- dress,長袍; 浴袍,He wore a silk robe.,A judge's robe.
rocket,n.,rocket- missile,火箭; 迅速上升,The rocket launched into space.,The prices rocketed.
romantic,adj./n.,roman- Roman; -tic pertaining to,浪漫的; 浪漫主義者,He is a romantic person.,A romantic dinner.
rot,v./n.,rot- decay,腐爛; 腐朽; 腐爛,The fruit rotted.,The wood was full of rot.
rotten,adj.,rot- decay; -en make,腐爛的; 腐朽的; 糟糕的,The apple was rotten.,A rotten egg.
rough,adj./adv./n.,rough- coarse,粗糙的; 粗略的; 粗略地; 粗糙,The road was rough.,He had a rough day.
roughly,adv.,rough- coarse; -ly in a manner,粗略地; 大致地,He estimated the cost roughly.,Roughly speaking.
routine,n./adj.,rout- path; -ine pertaining to,例行公事; 常規; 例行的,He follows a daily routine.,A routine checkup.
rug,n.,rug- coarse fabric,地毯; 小地毯,He bought a new rug.,A Persian rug.
rumor,n./v.,rumor- noise,謠言; 傳聞; 散佈謠言,He heard a rumor.,They rumored that he was leaving.
rush,n./v.,rush- hurry,衝; 匆忙; 匆忙,He was in a rush.,She rushed out of the room.
rust,n./v.,rust- corrosion,鐵鏽; 生鏽; 生鏽,The old car was covered in rust.,The metal rusted.
sack,n.,sack- bag,麻袋; 袋子; 解僱,He carried a sack of potatoes.,He got the sack.
sake,n.,sake- cause,緣故; 利益,For goodness sake!,For the sake of argument.
salary,n.,sal- salt,薪水; 工資,He earns a good salary.,A monthly salary.
satisfactory,adj.,satis- enough; -fact- make; -ory pertaining to,令人滿意的; 合格的,His performance was satisfactory.,A satisfactory result.
sauce,n.,sauce- relish,醬汁; 調味汁,She made a tomato sauce.,Soy sauce.
saucer,n.,sauce- relish; -er agent,茶碟; 碟子,He put the cup on the saucer.,A small saucer.
sausage,n.,sals- salt,香腸; 臘腸,He ate a sausage for breakfast.,Pork sausage.
saving(s),n.,save- save; -ing act/state of,節省; 儲蓄; 存款,He put his savings in the bank.,Energy saving.
scale(s),n.,scale- ladder,規模; 比例; 秤,The scale of the problem.,A fish scale.
scarce,adj.,scarce- rare,稀有的; 缺乏的,Food was scarce during the war.,Scarce resources.
scarf,n.,scarf- cloth,圍巾; 披肩,She wore a scarf.,A silk scarf.
scary,adj.,scar- fear; -y full of,可怕的; 嚇人的,The movie was scary.,A scary story.
scatter,v./n.,scatter- spread,散佈; 撒; 散佈,He scattered the seeds.,The crowd scattered.
scholar,n.,schol- school; -ar- agent,學者; 獎學金獲得者,He is a renowned scholar.,A Rhodes scholar.
scholarship,n.,schol- school; -ar- agent; -ship state/quality,獎學金; 學問,He received a scholarship to Harvard.,A full scholarship.
scientific,adj.,sci- know; -fic- make; -ic pertaining to,科學的; 科學上的,He conducts scientific research.,Scientific methods.
scientist,n.,sci- know; -ist person,科學家,He is a famous scientist.,A nuclear scientist.
scissors,n.,sciss- cut,剪刀,She used scissors to cut the paper.,A pair of scissors.
scout,n./v.,scout- listen,偵察兵; 童子軍; 偵察,He was a boy scout.,They scouted the area.
scream,v./n.,scream- cry,尖叫; 尖叫聲; 尖叫,She let out a scream.,He screamed in pain.
screw,v./n.,screw- twist,螺絲; 螺釘; 擰緊,He tightened the screw.,The screw is loose.
scrub,n./v.,scrub- rub,擦洗; 刷洗; 灌木叢,She scrubbed the floor.,A scrub brush.
seal,n./v.,seal- mark,印章; 封條; 密封,He put his seal on the document.,They sealed the letter.
security,n.,se- apart; -cur- care; -ity state/quality,安全; 保安; 證券,National security is important.,Airport security.
semester,n.,semi- half; -meter- measure,學期; 半學年,He is in his first semester.,The fall semester.
senior,adj./n.,sen- old; -ior- comparative,年長的; 高級的; 年長者,He is a senior citizen.,A senior manager.
sensible,adj.,sens- feel; -ible capable of,明智的; 合理的,He made a sensible decision.,A sensible person.
separation,n.,se- apart; -par- make; -ation act/state of,分離; 分開; 分居,The separation of church and state.,A legal separation.
sexual,adj.,sex- sex; -ual pertaining to,性的; 性別的,Sexual harassment is a serious problem.,Sexual orientation.
sexy,adj.,sex- sex; -y full of,性感的; 迷人的,She is a sexy woman.,A sexy dress.
shadow,n./v.,shad- shade,陰影; 影子; 遮蔽,He saw his shadow.,The trees shadowed the house.
shallow,adj.,shallow- flat,淺的; 膚淺的,The water is shallow.,A shallow understanding.
shampoo,n./v.,shampoo- massage,洗髮水; 洗髮; 洗髮,She washed her hair with shampoo.,He shampooed his hair.
shepherd,n.,sheep- sheep; herd- herd,牧羊人; 牧師,The shepherd led his sheep.,A good shepherd.
shiny,adj.,shine- shine; -y full of,閃亮的; 有光澤的,Her hair was shiny.,Shiny shoes.
shorten,v.,short- short; -en make,縮短; 變短,They shortened the skirt.,The days shorten in winter.
shortly,adv.,short- short; -ly in a manner,立刻; 不久,He will arrive shortly.,Shortly after that.
shovel,n./v.,shovel- scoop,鏟子; 鐵鍬; 鏟,He dug a hole with a shovel.,She shoveled snow.
shrimp,n.,shrimp- small,蝦,He ate some shrimp.,Shrimp cocktail.
shrink,v.,shrink- contract,收縮; 縮小,The clothes shrank in the wash.,His confidence shrank.
sigh,n./v.,sigh- sound,嘆息; 嘆氣; 嘆息,He let out a sigh of relief.,She sighed deeply.
signal,n./v.,sign- mark; -al pertaining to,信號; 標誌; 發信號,He gave a signal to stop.,The traffic signal.
significant,adj.,sign- mark; -fic- make; -ant being,重要的; 顯著的,He made a significant contribution.,A significant event.
silk,n.,silk- fabric,絲綢; 絲,The dress is made of silk.,Silk worms.
similarity,n.,simil- like; -ity state/quality,相似; 相似之處,There is a similarity between them.,The similarity of the two cases.
sin,n./v.,sin- fault,罪; 罪過; 犯罪,He committed a sin.,She sinned against God.
sincere,adj.,sincer- pure,真誠的; 誠懇的,He gave a sincere apology.,A sincere effort.
sink,n./v.,sink- fall,水槽; 洗滌槽; 下沉,He washed the dishes in the sink.,The ship sank.
sip,v./n.,sip- drink,啜飲; 小口喝; 啜飲,She took a sip of her tea.,He sipped his coffee.
situation,n.,sit- sit; -ation act/state of,情況; 局面,The situation is serious.,A difficult situation.
skate,v./n.,skate- slide,滑冰; 溜冰鞋; 滑冰,He likes to skate.,Ice skates.
ski,n./v.,ski- snowshoe,滑雪板; 滑雪; 滑雪,He goes skiing every winter.,A pair of skis.
skillful,adj.,skill- skill; -ful full of,熟練的; 靈巧的,He is a skillful craftsman.,A skillful player.
skinny,adj.,skin- skin; -y full of,瘦骨嶙峋的; 極瘦的,He is very skinny.,Skinny jeans.
skip,v./n.,skip- jump,跳過; 略過; 跳躍,He skipped a page.,She skipped rope.
slave,n./v.,slave- servant,奴隸; 奴役; 辛勤工作,He was a slave.,They enslaved the people.
sleeve,n.,sleeve- arm,袖子,He rolled up his sleeves.,A long-sleeved shirt.
slender,adj.,slender- thin,苗條的; 細長的,She has a slender figure.,A slender tree.
slice,n./v.,slice- cut,薄片; 一片; 切片,He ate a slice of pizza.,She sliced the bread.
slippery,adj.,slip- slide; -y full of,滑的; 滑溜的,The road was slippery.,Slippery ice.
slope,n.,slope- incline,斜坡; 坡度,The house is on a slope.,A steep slope.
snap,v./n.,snap- break,折斷; 突然折斷; 突然折斷,He snapped the twig.,The branch snapped.
solid,adj.,solid- firm,固體的; 堅固的; 純粹的,Ice is solid water.,A solid gold ring.
someday,adv.,some- some; day- day,將來有一天; 有朝一日,"Someday, I will travel the world.",He hopes to succeed someday.
somehow,adv.,some- some; how- how,以某種方式; 不知怎麼地,He managed to finish the work somehow.,"Somehow, I knew it."
sometime,adv.,some- some; time- time,某個時候; 曾經,Let's meet sometime next week.,He lived there sometime ago.
sorrow,n.,sorrow- grief,悲傷; 悲痛,He felt deep sorrow.,She was filled with sorrow.
spaghetti,n.,spag- string,意大利麵條,She cooked spaghetti for dinner.,Spaghetti with meatballs.
specific,adj.,spec- look; -fic- make; -ic pertaining to,具體的; 特定的,He gave specific instructions.,A specific purpose.
spice,n./v.,spice- flavor,香料; 調味品; 加香料,She added spices to the curry.,He spiced up the story.
spill,v./n.,spill- pour,溢出; 灑出; 溢出物,He spilled the milk.,A oil spill.
spin,n./v.,spin- turn,旋轉; 紡織; 旋轉,The Earth spins on its axis.,She spun the wheel.
spinach,n.,spinach- plant,菠菜,She cooked some spinach.,Fresh spinach.
spit,v./n.,spit- eject,吐痰; 吐口水; 唾液,He spat on the ground.,A spit of land.
spite,n.,spite- malice,惡意; 怨恨,He did it out of spite.,In spite of the rain.
splash,n./v.,splash- sound,濺; 潑; 濺潑聲,He splashed water on her.,The water splashed.
spoil,v.,spoil- damage,寵壞; 破壞; 變質,He spoiled his children.,The food spoiled.
spray,n./v.,spray- sprinkle,噴霧; 噴灑; 噴霧,He used hair spray.,She sprayed water on the plants.
spy,n./v.,spy- watch,間諜; 偵探; 偵察,He works as a spy.,They spied on him.
squeeze,v./n.,squeeze- press,擠壓; 榨取; 擠壓,He squeezed the orange.,A tight squeeze.
squirrel,n.,squirrel- rodent,松鼠,A squirrel ran up the tree.,The squirrel gathered nuts.
stable,adj.,sta- stand; -able capable of,穩定的; 牢固的,The table is stable.,A stable economy.
stadium,n.,stad- stand,體育場; 運動場,The football stadium was packed.,A large stadium.
staff,n./v.,staff- stick,全體員工; 職員; 配備人員,The company has a large staff.,He staffed the event.
stale,adj.,stale- old,不新鮮的; 陳舊的,The bread was stale.,Stale news.
stare,v./n.,stare- look,凝視; 盯著看; 凝視,He stared at her.,She gave him a stare.
starve,v.,starve- hunger,捱餓; 餓死,Many people starved during the famine.,He was starving.
statue,n.,stat- stand; -ue act/state of,雕像; 塑像,He saw a statue in the park.,A bronze statue.
steady,adj./v./adv./n.,steady- firm,穩定的; 穩固的; 使穩定; 穩定地; 穩定,He has a steady job.,The boat remained steady.
steal,v.,steal- take,偷竊; 盜竊,He stole her purse.,Someone stole his car.
steam,n./v.,steam- vapor,蒸汽; 水蒸氣; 蒸,The kettle produced steam.,The food was steamed.
steep,adj.,steep- high,陡峭的; 險峻的,The hill is steep.,A steep climb.
sticky,adj.,stick- stick; -y full of,黏的; 黏性的,The candy is sticky.,Sticky tape.
stiff,adj.,stiff- rigid,僵硬的; 堅硬的,His muscles were stiff.,A stiff collar.
sting,n./v.,sting- prick,刺痛; 蜇傷; 刺痛,The bee stung him.,He felt a sting.
stir,v./n.,stir- move,攪拌; 攪動; 騷動,She stirred her coffee.,The news caused a stir.
stitch,n./v.,stitch- sew,針腳; 縫合; 縫合,She sewed a stitch.,He stitched the wound.
stomach,n.,stomach- belly,胃; 腹部,He has a stomach ache.,My stomach hurts.
stool,n.,stool- seat,凳子; 糞便,He sat on a stool.,A bar stool.
stormy,adj.,storm- storm; -y full of,暴風雨的; 狂暴的,The weather was stormy.,A stormy sea.
stove,n.,stove- oven,爐子; 火爐,She cooked on the stove.,A gas stove.
strategy,n.,strat- army; -eg- lead; -y result of,戰略; 策略,They developed a new strategy.,Military strategy.
straw,n.,straw- stalk,稻草; 麥稈; 吸管,He drank juice through a straw.,A straw hat.
strength,n.,strong- strong; -th quality,力量; 強度,He has great physical strength.,The strength of the argument.
strip,n./v.,strip- pull,條; 帶; 剝去,He tore a strip of paper.,She stripped off her clothes.
structure,n.,struct- build; -ure act/state of,結構; 構造; 建築物,The structure of the building.,The social structure.
stubborn,adj.,stubborn- obstinate,頑固的; 固執的,He is a stubborn person.,As stubborn as a mule.
studio,n.,stud- study,工作室; 攝影棚; 錄音室,He works in an art studio.,A dance studio.
stuff,n./v.,stuff- fill,東西; 物品; 塞滿,He put his stuff in a bag.,She stuffed the turkey.
substance,n.,sub- under; -stan- stand; -ce result,物質; 實質; 要旨,A chemical substance.,The substance of the matter.
subtract,v.,sub- under; -tract- draw,減去; 扣除,Subtract two from five.,He subtracted the expenses.
suburb,n.,sub- under; urb- city,郊區; 城郊,He lives in the suburbs.,A quiet suburb.
suck,v./n.,suck- draw,吸; 吮吸; 吸,The baby sucked his thumb.,He took a suck of his drink.
suffer,v.,suffer- bear,遭受; 忍受,He suffered from a serious illness.,She suffered a lot of pain.
sufficient,adj.,sub- under; -fic- make; -ient being,足夠的; 充分的,He has sufficient funds.,Sufficient evidence.
suicide,n.,sui- self; -cid- kill,自殺,He committed suicide.,A suicide attempt.
sum,n./v.,sum- total,總數; 總和; 總結,The sum of two plus two is four.,He summed up the main points.
summary,n.,sum- total; -mar- sea; -y result of,總結; 概要,He gave a summary of the report.,A brief summary.
summit,n.,sum- total,頂峰; 峰會,They reached the summit of the mountain.,A world summit.
superior,adj./n.,super- over; -ior- comparative,上級的; 優秀的; 上級,He is superior to me.,Superior quality.
surround,v.,sur- over; -round- round,圍繞; 包圍,The house is surrounded by trees.,The police surrounded the building.
survey,n./v.,sur- over; -vey- see,調查; 測量; 調查,They conducted a survey.,He surveyed the land.
survivor,n.,sur- over; -viv- live; -or agent,倖存者; 生還者,He was the sole survivor of the accident.,A war survivor.
suspect,v./n./adj.,sus- under; -spect- look,懷疑; 嫌疑犯; 可疑的,He suspected her of lying.,The police arrested a suspect.
suspicion,n.,sus- under; -spic- look; -ion act/state of,懷疑; 嫌疑,He had a suspicion that she was lying.,Under suspicion.
swan,n.,swan- bird,天鵝,A swan swam on the lake.,White swans.
swear,v.,swear- oath,發誓; 咒罵,He swore to tell the truth.,She swore at him.
sweat,n./v.,sweat- perspiration,汗水; 出汗; 流汗,He wiped the sweat from his brow.,He was sweating.
swell,v./n.,swell- expand,膨脹; 腫脹; 膨脹,His ankle swelled up.,A swell of emotion.
