單字,詞性,詞根,中文解釋,例句1,例句2
literal,adj.,liter- letter; -al pertaining to,字面上的; 真實的,He gave a literal translation.,Don't take his words too literally.
literate,adj./n.,liter- letter; -ate make/cause to be,有文化的; 識字的; 有文化的人,She is a literate person.,He is functionally literate.
livestock,n.,live- live; stock- stock,牲畜; 家畜,The farmer raises livestock.,They sell livestock at the market.
lizard,n.,lizard- reptile,蜥蜴,A lizard basked in the sun.,He saw a lizard on the wall.
locker,n.,lock- lock; -er agent,儲物櫃; 衣物櫃,He put his books in his locker.,She opened her locker.
lodge,n./v.,lodge- hut,小屋; 旅館; 住宿,They stayed in a hunting lodge.,He lodged with a local family.
lofty,adj.,loft- air,高聳的; 崇高的,The mountain has lofty peaks.,He has lofty ideals.
logo,n.,log- word,標誌; 商標,The company designed a new logo.,The logo is recognizable.
lonesome,adj.,lone- alone; -some full of,寂寞的; 孤獨的,She felt lonesome after he left.,He was a lonesome figure.
longevity,n.,long- long; -ev- age; -ity state/quality,長壽; 壽命,He attributed his longevity to a healthy diet.,The longevity of the product.
longitude,n.,long- long; -itude state/quality,經度,The ship's longitude was 30 degrees west.,They calculated the longitude.
lotion,n.,lot- wash; -ion act/state of,洗劑; 潤膚露,She applied lotion to her skin.,He used aftershave lotion.
lottery,n.,lot- lot,彩票; 抽獎,She won the lottery.,He bought a lottery ticket.
lotus,n.,lotus- flower,蓮花,The lotus flower is a symbol of purity.,They saw lotus flowers in the pond.
loudspeaker,n.,loud- loud; speak- speak; -er agent,揚聲器; 擴音器,The announcement came over the loudspeaker.,He spoke into the loudspeaker.
lucrative,adj.,lucr- gain; -ative tending to,有利可圖的; 賺錢的,He started a lucrative business.,It was a lucrative contract.
lullaby,n.,lull- soothe; by- by,搖籃曲,She sang a lullaby to her baby.,The lullaby put the child to sleep.
lunar,adj.,lun- moon; -ar pertaining to,月亮的; 月球的,The lunar module landed on the moon.,They observed a lunar eclipse.
lure,n./v.,lure- bait,誘惑; 誘餌; 引誘,The promise of money was a lure.,They tried to lure him into a trap.
lush,adj.,lush- luxuriant,茂盛的; 鬱鬱蔥蔥的,The garden was lush with greenery.,They walked through lush vegetation.
madam/ma’am,n.,ma- mother; dam- lady,夫人; 女士,"Good morning, madam.","Excuse me, ma'am."
magnify,v.,magn- great; -fy make,放大; 誇大,The microscope magnifies small objects.,He magnified the problem.
maiden,adj./n.,maid- girl,少女的; 初次的; 少女,She made her maiden voyage.,The maiden speech was well received.
mainland,n.,main- main; land- land,大陸; 本土,He traveled to the mainland.,The island is close to the mainland.
majestic,adj.,maj- great; -est- superlative; -ic pertaining to,雄偉的; 莊嚴的,The majestic mountains rose in the distance.,The palace was majestic.
majesty,n.,maj- great; -esty state/quality,陛下; 威嚴,Her Majesty the Queen.,He spoke with great majesty.
manuscript,n.,manu- hand; script- write,手稿; 原稿,He submitted his manuscript to the publisher.,The ancient manuscript was preserved.
maple,n.,maple- tree,楓樹; 楓木,Maple syrup is delicious.,The leaves of the maple tree turn red in autumn.
mar,v.,mar- damage,損壞; 玷汙,The scratch marred the surface of the table.,His reputation was marred by scandal.
marginal,adj.,margin- edge; -al pertaining to,邊緣的; 微不足道的,The difference was marginal.,He made only a marginal profit.
martial,adj.,Mart- Mars,軍事的; 戰爭的,Martial arts require discipline.,The country was under martial law.
marvel,n./v.,marvel- wonder,奇蹟; 驚奇; 驚歎,The Grand Canyon is a natural marvel.,She marveled at his courage.
mastery,n.,master- master; -y result of,精通; 掌握,He achieved mastery of the language.,Her mastery of the piano was impressive.
mediate,v.,medi- middle; -ate make/cause to be,調解; 斡旋,He tried to mediate the dispute.,They mediated a peace agreement.
medieval,adj.,medi- middle; -ev- age; -al pertaining to,中世紀的,Knights lived in medieval times.,The castle is a medieval fortress.
meditate,v.,medit- consider; -ate make/cause to be,冥想; 沉思,She meditated for an hour every day.,He meditated on the meaning of life.
meditation,n.,medit- consider; -ation act/state of,冥想; 沉思,Meditation can reduce stress.,She practices meditation.
melancholy,n./adj.,melan- black; chol- bile,憂鬱; 憂鬱的,He was in a state of melancholy.,The music had a melancholy tune.
mentality,n.,ment- mind; -ality state/quality,心態; 思想方法,He has a positive mentality.,The mentality of the crowd.
merchandise,n./v.,merch- trade; -and- and; -ise make,商品; 貨物; 銷售,The store sells various merchandise.,They merchandise their products online.
mermaid,n.,mer- sea; maid- girl,美人魚,She dreamed of being a mermaid.,The story of the mermaid.
migrant,n./adj.,migr- wander; -ant person,移民; 候鳥; 遷徙的,Migrant workers often face hardship.,Birds are migrant.
mimic,v./n.,mim- imitate,模仿; 模仿者,He can mimic different accents.,The parrot can mimic human speech.
mingle,v.,mingle- mix,混合; 交往,The guests mingled at the party.,He mingled with the crowd.
miraculous,adj.,mirac- wonder; -ulous full of,奇蹟般的; 不可思議的,He made a miraculous recovery.,It was a miraculous escape.
miscellaneous,adj.,miscell- mixed; -aneous pertaining to,混雜的; 各種各樣的,He had a box of miscellaneous items.,The book contains miscellaneous facts.
mischievous,adj.,mis- wrong; chief- head; -ous full of,淘氣的; 惡作劇的,The mischievous child played a trick.,He had a mischievous grin.
mistress,n.,master- master,情婦; 女主人,He had a mistress.,She was the mistress of the house.
mobilize,v.,mobil- move; -ize make,動員; 調動,They mobilized the troops.,The community mobilized to help.
modernization,n.,modern- modern; -ize make; -ation act/state of,現代化,The modernization of the country.,They invested in modernization.
modernize,v.,modern- modern; -ize make,使現代化,They modernized the factory.,The company modernized its equipment.
momentum,n.,mov- move; -ment- result of,動量; 勢頭,The car gained momentum as it went downhill.,The team lost momentum.
monarch,n.,mon- one; -arch- rule,君主; 帝王,The country is ruled by a monarch.,The monarch has limited power.
monetary,adj.,monet- money; -ary pertaining to,貨幣的; 金融的,The country's monetary policy.,He received a monetary reward.
monotony,n.,mono- one; -ton- tone; -y result of,單調; 乏味,The monotony of his job bored him.,She hated the monotony of daily life.
monstrous,adj.,monstr- warn; -ous full of,巨大的; 可怕的,He told a monstrous lie.,The monster was monstrous.
moody,adj.,mood- mood; -y full of,喜怒無常的; 情緒化的,He is a moody person.,She was in a moody mood.
morale,n.,mor- custom,士氣; 鬥志,The team's morale was low.,They tried to boost morale.
mortal,adj./n.,mort- death; -al pertaining to,凡人的; 致命的; 凡人,All humans are mortal.,He suffered a mortal wound.
motherhood,n.,mother- mother; -hood state/quality,母親身份; 母性,She embraced motherhood.,The joys of motherhood.
motto,n.,motto- word,座右銘; 格言,His motto is "never give up".,The school's motto is "knowledge is power".
mound,n./v.,mound- heap,土堆; 小丘; 堆積,There was a mound of dirt.,He mounded the earth around the plants.
mourn,v.,mourn- grieve,哀悼; 悲傷,She mourned the death of her father.,They mourned their loss.
mournful,adj.,mourn- grieve; -ful full of,悲傷的; 哀痛的,He had a mournful expression.,The music was mournful.
mow,v.,mow- cut,割草; 收割,He mowed the lawn.,The farmer mowed the hay.
muse,n.,muse- think,繆斯; 沉思,She was his muse.,He mused on the meaning of life.
mustache,n.,mustache- upper lip hair,鬍子; 小鬍子,He grew a mustache.,The man had a thick mustache.
mute,adj./v./n.,mute- silent,啞的; 沉默的; 啞巴,He remained mute.,She muted the sound on the TV.
nag,v./n.,nag- annoy,嘮叨; 抱怨; 嘮叨的人,She nagged him about his messy room.,His wife is a nag.
narrate,v.,narr- tell; -ate make/cause to be,敘述; 講述,He narrated the story.,The film was narrated by a famous actor.
narrator,n.,narr- tell; -ator agent,敘述者; 旁白,The narrator's voice was calm.,The story is told by an unreliable narrator.
nationalism,n.,nation- nation; -al- pertaining to; -ism doctrine,民族主義; 國家主義,He was a strong believer in nationalism.,Nationalism can be a powerful force.
navigate,v.,nav- ship; -igate- drive,航行; 導航,He navigated the ship through the storm.,She navigated her way through the crowded streets.
navigation,n.,nav- ship; -igation act/state of,航行; 導航,The navigation system guided them.,He studied navigation.
nearsighted,adj.,near- near; sight- sight; -ed having,近視的,He is nearsighted.,She wears glasses because she is nearsighted.
nickel,n./v.,nickel- demon,鎳; 鍍鎳,The coin is made of nickel.,They nickel-plated the metal.
nostril,n.,nose- nose; thirl- hole,鼻孔,He flared his nostrils.,The horse's nostrils were wide.
notable,adj./n.,not- mark; -able capable of,值得注意的; 顯著的; 名人,He made a notable contribution.,She is a notable figure in the art world.
notorious,adj.,not- mark; -orious full of,臭名昭著的; 聲名狼藉的,He is notorious for his bad temper.,The area is notorious for crime.
nourish(ment),v./(n.),nour- feed; -ish make,滋養; 養育,Healthy food nourishes the body.,Good nourishment is essential for growth.
novice,n.,nov- new,新手; 初學者,He is a novice at painting.,She is a complete novice.
nucleus,n.,nucl- nut,細胞核; 核心,The nucleus is the center of the atom.,The family forms the nucleus of society.
nude,adj./n.,nud- naked,裸體的; 裸體畫,He posed for a nude painting.,The artist painted a nude.
nurture,v./n.,nurt- nourish,養育; 培養; 培育,She nurtured her children with love.,The school aims to nurture talent.
oasis,n.,oasis- fertile spot,綠洲; 避風港,They found an oasis in the desert.,The library was an oasis of calm.
oath,n.,oath- promise,誓言; 誓約,He took an oath of allegiance.,She swore an oath.
oatmeal,n.,oat- oat; meal- meal,燕麥片; 燕麥粥,She ate oatmeal for breakfast.,He likes oatmeal with honey.
oblige,v.,ob- to/toward; -lig- bind,強制; 施恩,He felt obliged to help.,She obliged him with a song.
obsess,v.,ob- to/toward; -sess- sit,困擾; 迷住,He was obsessed with cleanliness.,The idea obsessed him.
obstinate,adj.,ob- to/toward; -stin- stand; -ate make/cause to be,頑固的; 固執的,He was obstinate in his refusal.,She has an obstinate personality.
occurrence,n.,oc- to/toward; -cur- run; -ence state/quality,發生; 事件,The occurrence of such events is rare.,It was a strange occurrence.
octopus,n.,octo- eight; pus- foot,章魚,The octopus has eight arms.,We saw an octopus at the aquarium.
odor,n.,odor- smell,氣味; 臭味,The room had a strange odor.,He detected an odor of gas.
offshore,adj.,off- off; shore- shore,離岸的; 近海的,Offshore oil drilling is controversial.,The company has offshore accounts.
offspring,n.,off- off; spring- spring,後代; 子孫,The cat had three offspring.,He has many offspring.
operative,adj.,oper- work; -ative tending to,操作的; 有效的,The plan is now operative.,The new rules are operative.
oppress,v.,op- against; -press- press,壓迫; 壓制,The government oppressed its people.,They were oppressed by the regime.
oppression,n.,op- against; -press- press; -ion act/state of,壓迫; 壓制,The people suffered under oppression.,They fought against oppression.
ordeal,n.,ordeal- judgment,嚴峻考驗; 磨難,He went through a terrible ordeal.,The rescue was a long ordeal.
orderly,adj./n.,order- order; -ly like,整齊的; 有秩序的; 勤務兵,The room was neat and orderly.,The orderly helped the nurse.
organizer,n.,organ- instrument; -ize make; -er person,組織者; 籌辦者,She was the chief organizer of the event.,He is a good organizer.
orient,n./v.,ori- rise,東方; 定位,The sun rises in the orient.,He oriented himself with a map.
oriental,adj./n.,ori- rise; -al pertaining to,東方的; 亞洲的; 東方人,Oriental art is beautiful.,She has an oriental rug.
originate,v.,ori- rise; -gin- birth; -ate make/cause to be,起源; 發源,The river originates in the mountains.,The custom originated in ancient times.
ornament,n./v.,orn- adorn; -ment result of,裝飾品; 裝飾,She hung ornaments on the Christmas tree.,He ornamented the cake with frosting.
orphanage,n.,orphan- orphan; -age place,孤兒院,He grew up in an orphanage.,She volunteered at the orphanage.
orthodox,adj.,ortho- straight; -dox- opinion,正統的; 傳統的,He holds orthodox views.,The church follows orthodox traditions.
ounce,n.,ounce- unit of weight,盎司,He bought an ounce of gold.,The baby weighed 8 ounces.
outbreak,n.,out- out; break- break,爆發; 突發,There was an outbreak of flu.,The outbreak of war.
outgoing,adj.,out- out; go- go; -ing present participle,外向的; 離職的,She is a very outgoing person.,The outgoing president gave a speech.
outing,n.,out- out; -ing act/state of,郊遊; 短途旅行,They went on a family outing.,We had a pleasant outing.
outlaw,n./v.,out- out; law- law,亡命之徒; 歹徒; 宣佈...為非法,He was an outlaw.,The government outlawed the practice.
outlook,n.,out- out; look- look,展望; 觀點,The economic outlook is positive.,He has a positive outlook on life.
outnumber,v.,out- out; number- number,數量上超過,They outnumbered their opponents.,The enemy was outnumbered.
outrage,n./v.,out- out; rage- rage,暴行; 憤怒; 激怒,The crime caused public outrage.,His comments outraged many people.
outrageous,adj.,out- out; rage- rage; -ous full of,蠻橫的; 令人無法容忍的,His behavior was outrageous.,The price was outrageous.
outright,adj./adv.,out- out; right- right,徹底的; 完全的; 徹底地,He told an outright lie.,She refused outright.
outset,n.,out- out; set- set,開始; 開端,"From the outset, he was determined.","At the outset of the project."
outskirts,n.,out- out; skirt- skirt,郊區; 邊緣,They live on the outskirts of the city.,The factory is on the outskirts.
outward,adj.,out- out; ward- direction,向外的; 表面的,He showed no outward sign of emotion.,The outward appearance was deceiving.
outward/outwards,adv.,out- out; ward- direction,向外; 往外,He stepped outward.,The door opened outwards.
overdo,v.,over- over; do- do,做得過頭; 過度,Don't overdo it.,She overdid the seasoning.
overflow,n./v.,over- over; flow- flow,溢出; 氾濫,The river overflowed its banks.,The bathtub overflowed.
overhear,v.,over- over; hear- hear,無意中聽到; 偷聽,I overheard their conversation.,She overheard him talking.
overlap,n./v.,over- over; lap- lap,重疊; 部分重疊,The two events overlapped.,There was an overlap in their duties.
overwork,n./v.,over- over; work- work,過度勞累; 使過度勞累,He suffered from overwork.,She overworked herself.
oyster,n.,oyster- shellfish,牡蠣,He ate oysters.,Oysters are a delicacy.
ozone,n.,oz- smell,臭氧,The ozone layer protects us from UV radiation.,Ozone depletion is a problem.
packet,n.,pack- pack; -et small,小包; 小袋,He bought a packet of cigarettes.,She opened a packet of crisps.
paddle,n./v.,paddle- oar,槳; 划槳; 涉水,He used a paddle to row the canoe.,They paddled across the lake.
paperback,n.,paper- paper; back- back,平裝書; 紙皮書,She bought a paperback novel.,The book is available in paperback.
paradox,n.,para- beyond; -dox- opinion,悖論; 矛盾,It's a paradox that he is so shy yet so famous.,The situation is a paradox.
paralyze,v.,para- beside; -lyze- loosen,使癱瘓; 使麻痺,The accident paralyzed him.,Fear paralyzed her.
parliament,n.,parl- speak; -ment result of,議會; 國會,The parliament passed a new law.,He is a member of parliament.
pastime,n.,pass- pass; time- time,消遣; 娛樂,Reading is his favorite pastime.,Golf is a popular pastime.
patriot,n.,patr- father; -iot person,愛國者,He is a true patriot.,She is a patriot.
patriotic,adj.,patr- father; -iot person; -ic pertaining to,愛國的; 有愛國心的,He sang patriotic songs.,She has strong patriotic feelings.
peacock,n.,pea- pea; cock- cock,孔雀,The peacock displayed its beautiful tail.,We saw a peacock at the zoo.
pebble,n.,pebble- stone,鵝卵石; 小石子,She picked up a smooth pebble.,The beach was covered in pebbles.
peek,n./v.,peek- look,偷看; 窺視,She took a peek at the present.,He peeked through the curtains.
pending,adj.,pend- hang; -ing present participle,未決的; 待定的,The decision is still pending.,He has a pending lawsuit.
peninsula,n.,pen- almost; insula- island,半島,Florida is a peninsula.,The Korean Peninsula.
perch,n./v.,perch- pole,棲息處; 棲息,A bird sat on its perch.,The bird perched on a branch.
peril,n./v.,peril- danger,危險; 冒險,He was in great peril.,They faced the peril of the sea.
perish,v.,per- through; -ish make,死亡; 毀滅,Many people perished in the earthquake.,The flowers perished in the frost.
permissible,adj.,per- through; -miss- send; -ible capable of,可允許的; 許可的,Smoking is not permissible here.,It is permissible to ask questions.
persevere,v.,per- through; -sever- strict,堅持不懈; 毅力,He persevered despite the difficulties.,She persevered in her studies.
persistence,n.,per- through; -sist- stand; -ence state/quality,堅持; 持續,His persistence paid off.,The persistence of the problem.
persistent,adj.,per- through; -sist- stand; -ent being,堅持不懈的; 持續的,He is a persistent worker.,The persistent rain was annoying.
petrol,n.,petr- rock; -ol oil,汽油,He filled the car with petrol.,Petrol prices are rising.
petroleum,n.,petr- rock; -ol oil,石油,Petroleum is a fossil fuel.,The country is rich in petroleum.
pharmacist,n.,pharm- drug; -acist person,藥劑師,The pharmacist dispensed the medicine.,She consulted a pharmacist.
pharmacy,n.,pharm- drug; -acy state/quality,藥店; 藥房,He went to the pharmacy to buy medicine.,The pharmacy is open 24 hours.
pianist,n.,pian- soft; -ist person,鋼琴家,She is a talented pianist.,He is a concert pianist.
pickpocket,n.,pick- pick; pocket- pocket,扒手; 小偷,He was a victim of a pickpocket.,The pickpocket stole his wallet.
pilgrim,n.,pilgrim- wanderer,朝聖者; 旅人,The pilgrims traveled to the holy land.,They were pilgrims on a journey.
pimple,n.,pimple- small bump,粉刺; 丘疹,She had a pimple on her nose.,He squeezed a pimple.
pinch,n./v.,pinch- squeeze,捏; 少量; 夾痛,She gave him a pinch on the arm.,He took a pinch of salt.
plague,n.,plague- strike,瘟疫; 災禍,The plague swept through the city.,The country was plagued by poverty.
plantation,n.,plant- plant; -ation act/state of,種植園; 農場,The plantation grew cotton.,He worked on a sugar plantation.
playwright,n.,play- play; wright- maker,劇作家,Shakespeare was a famous playwright.,She is a successful playwright.
plow,n./v.,plow- cultivate,犁; 耕地,The farmer used a plow to till the soil.,He plowed the field.
pneumonia,n.,pneumon- lung; -ia condition,肺炎,He was diagnosed with pneumonia.,Pneumonia is a serious lung infection.
polar,adj.,pol- pole; -ar pertaining to,極地的; 兩極的,The polar regions are very cold.,Polar bears live in the Arctic.
ponder,v.,ponder- weigh,沉思; 考慮,He pondered the question.,She pondered her next move.
pony,n.,pony- small horse,小馬; 矮種馬,She rode a pony.,The children loved the ponies.
populate,v.,popul- people; -ate make/cause to be,居住於; 移民,The island is sparsely populated.,They populated the new territory.
porter,n.,port- carry; -er person,搬運工; 門房,The porter carried his luggage.,He worked as a hotel porter.
posture,n./v.,pos- put; -ture act/state of,姿勢; 姿態; 擺姿勢,She had good posture.,He adopted a defensive posture.
potent,adj.,pot- power; -ent being,強效的; 有力的,The drug is very potent.,He made a potent argument.
poultry,n.,poul- chicken,家禽; 禽肉,They raise poultry on the farm.,She cooked some poultry.
preach,v.,preach- proclaim,佈道; 宣講,The minister preached a sermon.,He preached about peace.
precede,v.,pre- before; -cede- go,在...之前; 領先,A storm preceded the earthquake.,The ceremony was preceded by a parade.
precedent,n.,pre- before; -cede- go; -ent being,先例; 範例,There is no precedent for such a decision.,The ruling set a legal precedent.
precision,n.,pre- before; -cis- cut; -ion act/state of,精確; 精密,He worked with great precision.,The machine operates with precision.
predecessor,n.,pre- before; -de- down; -cess- go; -or agent,前任; 前輩,He succeeded his predecessor.,The new model is better than its predecessor.
prehistoric,adj.,pre- before; histor- history; -ic pertaining to,史前的; 遠古的,Dinosaurs lived in prehistoric times.,They studied prehistoric art.
premiere,n.,prem- first,首映; 首次公演,The movie had its premiere last night.,The play's premiere was a success.
preside,v.,pre- before; -sid- sit,主持; 擔任主席,He presided over the meeting.,The judge presided at the trial.
prestige,n.,pre- before; -stig- prick,聲望; 威望,The university has high prestige.,He gained prestige through his work.
preventive,adj./n.,pre- before; -vent- come; -ive tending to,預防的; 預防措施,Preventive medicine is important.,They took preventive measures.
preview,n./v.,pre- before; view- view,預映; 預告; 預習,They watched a preview of the film.,He previewed the new software.
priceless,adj.,price- price; -less without,無價的; 極寶貴的,The painting is priceless.,Her friendship is priceless.
privatize,v.,priv- private; -ate make/cause to be; -ize make,使私有化,The government decided to privatize the industry.,They privatized the state-owned company.
probe,n.,probe- test,探測器; 探針; 調查,The space probe landed on Mars.,The police launched a probe into the scandal.
procession,n.,pro- forward; -cess- go; -ion act/state of,隊伍; 行列,A funeral procession passed by.,The procession moved slowly.
proficiency,n.,pro- forward; -fic- make; -iency state/quality,熟練; 精通,He demonstrated his proficiency in English.,She achieved proficiency in her skills.
prohibition,n.,pro- forward; -hib- hold; -ition act/state of,禁止; 禁令,The prohibition of alcohol was a failure.,They lifted the prohibition.
propel,v.,pro- forward; -pel- drive,推動; 驅使,The engine propels the car.,Ambition propelled him forward.
prose,n.,prose- straightforward,散文; 散文體,He writes poetry and prose.,The book is written in simple prose.
prosecute,v.,pro- forward; -secut- follow; -ate make/cause to be,起訴; 檢舉,They decided to prosecute him for theft.,The lawyer prosecuted the case.
prospective,adj.,pro- forward; -spect- look; -ive tending to,預期的; 未來的,Prospective students visited the campus.,He is a prospective buyer.
prototype,n.,proto- first; -type- type,原型; 雛形,They developed a prototype of the new car.,The prototype was tested.
proverb,n.,pro- forward; -verb- word,諺語; 格言,An old proverb says "haste makes waste".,He quoted a proverb.
provincial,adj./n.,pro- forward; -vinc- conquer; -ial pertaining to,省的; 地方的; 鄉下人,He has a provincial accent.,The provincial government.
provisional,adj.,pro- forward; -vis- see; -ional pertaining to,臨時的; 暫時的,They made a provisional agreement.,The provisional government was formed.
psychiatry,n.,psych- mind; -iatr- heal; -y result of,精神病學,He specializes in psychiatry.,She is studying psychiatry.
psychic,adj.,psych- mind; -ic pertaining to,通靈的; 精神的; 靈媒,She claims to be psychic.,He had a psychic experience.
psychotherapy,n.,psych- mind; -therap- heal; -y result of,心理治療,She underwent psychotherapy.,He is a psychotherapy patient.
publicize,v.,public- public; -ize make,宣傳; 公開,They publicized the event.,The company publicized its new product.
puff,n./v.,puff- blow,一口氣; 一陣; 喘氣,He took a puff of his cigarette.,The train puffed steam.
punctual,adj.,punct- point; -ual pertaining to,準時的; 守時的,He is always punctual.,She is very punctual.
purify,v.,pur- pure; -fy make,淨化; 使純淨,They purified the water.,He purified his soul.
purity,n.,pur- pure; -ity state/quality,純潔; 純淨,The purity of the water.,She valued his purity of heart.
quake,v./n.,quake- shake,震動; 顫抖; 地震,The ground quaked.,He felt a quake of fear.
qualification,n.,qual- quality; -fic- make; -ation act/state of,資格; 條件,He has the necessary qualifications for the job.,She has many qualifications.
radiant,adj./n.,radi- ray; -ant being,輻射的; 容光煥發的; 輻射能,She had a radiant smile.,The sun was radiant.
radiate,v./adj.,radi- ray; -ate make/cause to be,輻射; 散發; 輻射狀的,The sun radiates heat.,He radiated confidence.
radioactive,adj.,radi- ray; -act- act; -ive tending to,放射性的,Radioactive waste is dangerous.,The material is radioactive.
radish,n.,rad- root,蘿蔔,She ate a radish.,He grew radishes in his garden.
radius,n.,radi- ray,半徑; 範圍,The circle has a radius of 5 cm.,Within a 10-mile radius.
rap,n.,rap- strike,敲擊; 說唱樂,He heard a rap on the door.,She likes rap music.
rash,n./adj.,rash- quick,皮疹; 魯莽的,He had a rash on his arm.,It was a rash decision.
ratify,v.,rat- reckon; -fy make,批准; 認可,The treaty was ratified by the government.,They ratified the agreement.
realization,n.,real- real; -ize make; -ation act/state of,實現; 認識,The realization of his dream.,He had a sudden realization.
reap,v.,reap- cut,收割; 獲得,They reaped the harvest.,He reaped the rewards of his hard work.
reckless,adj.,reck- care; -less without,魯莽的; 不顧後果的,He drove with reckless abandon.,It was a reckless act.
reckon,v.,reckon- count,計算; 認為,He reckoned the cost.,I reckon he's right.
reconcile,v.,re- back; con- together; -cil- call,和解; 調和,They reconciled their differences.,He reconciled himself to his fate.
recreational,adj.,re- back; -creat- create; -ion act/state of; -al pertaining to,娛樂的; 消遣的,They enjoy recreational activities.,The park has recreational facilities.
redundancy,n.,re- back; -und- wave; -ancy state/quality,冗餘; 多餘,The company announced redundancies.,There was a lot of redundancy in the report.
reef,n.,reef- ridge,礁; 暗礁,The ship hit a coral reef.,The Great Barrier Reef.
referee,n./v.,re- back; -fer- carry; -ee person,裁判; 仲裁,The referee blew the whistle.,He refereed the match.
referendum,n.,re- back; -fer- carry; -end- end; -um result,全民公決; 公投,The country held a referendum on independence.,They voted in the referendum.
refine(ment),v./(n.),re- back; -fin- end; -ment result of,精煉; 提煉; 改進,They refined the oil.,The refinement of the process.
reflective,adj.,re- back; -flect- bend; -ive tending to,反射的; 反思的,The surface was highly reflective.,He was in a reflective mood.
refresh(ment),v./(n.),re- back; fresh- fresh; -ment result of,使精神振作; 提神,A cold drink refreshed him.,They offered light refreshments.
refreshment(s),n.,re- back; fresh- fresh; -ment result of,點心; 茶點,They served refreshments at the meeting.,He needed some refreshment.
refute,v.,re- back; -fut- pour,駁斥; 反駁,He refuted the accusation.,She refuted his arguments.
rehabilitate,v.,re- back; -habil- able; -ate make/cause to be,康復; 改造,He was rehabilitated after his injury.,They rehabilitated the prisoners.
rehearse,v.,re- back; -hear- hear,排練; 預演,They rehearsed the play.,She rehearsed her speech.
reign,n./v.,reign- rule,統治; 支配,The queen's reign lasted for 50 years.,He reigned over the country.
rejoice,v.,re- back; -joice- joy,欣喜; 歡慶,They rejoiced at the good news.,The whole country rejoiced.
relay,n./v.,re- back; lay- lay,接力; 中繼; 轉播,They ran a relay race.,The radio station relayed the news.
relentless,adj.,re- back; -lent- slack; -less without,無情的; 不懈的,He was relentless in his pursuit of success.,The relentless heat was unbearable.
reliance,n.,re- back; -ly- bind; -ance state/quality,依賴; 依靠,His reliance on others was a weakness.,They placed their reliance on him.
reliant,adj.,re- back; -ly- bind; -ant being,依賴的; 依靠的,She is reliant on her parents.,The country is reliant on oil imports.
relic,n.,re- back; -lic- leave,遺蹟; 遺物,They found ancient relics.,The museum displays historical relics.
remainder,n.,re- back; -main- stay; -der result,剩餘物; 餘數,He ate the remainder of the cake.,The remainder of the money.
reminiscent,adj.,re- back; -min- remember; -iscent tending to,使人想起...的; 懷舊的,The smell was reminiscent of her childhood.,His style is reminiscent of Picasso.
renowned,adj.,re- back; -nown- name,著名的; 有名望的,He is a renowned scientist.,The city is renowned for its beauty.
reproduce,v.,re- back; -pro- forward; -duc- lead,繁殖; 複製,Rabbits reproduce quickly.,The artist reproduced the painting.
reptile,n./adj.,rept- creep; -ile pertaining to,爬行動物; 爬行動物的,Snakes are reptiles.,The zoo has a reptile house.
resent(ment),v./(n.),re- back; -sent- feel,怨恨; 憤恨,She resented his interference.,He felt a deep resentment.
reside,v.,re- back; -sid- sit,居住; 駐留,He resides in London.,The power resides with the people.
resistant,adj.,re- back; -sist- stand; -ant being,抵抗的; 耐...的,The material is water-resistant.,He is resistant to change.
respective,adj.,re- back; -spect- look; -ive tending to,各自的; 分別的,They returned to their respective homes.,The students went to their respective classes.
restoration,n.,re- back; -stor- store; -ation act/state of,恢復; 修復,The restoration of the old building.,The restoration of peace.
restrain,v.,re- back; -strain- draw tight,抑制; 束縛,He restrained his anger.,She restrained the dog.
restraint,n.,re- back; -strain- draw tight,剋制; 束縛,He showed great restraint.,They placed him under restraint.
retort,n./v.,re- back; -tort- twist,反駁; 回嘴,She made a sharp retort.,He retorted angrily.
retrieve,v.,re- back; -triev- find,取回; 檢索,He retrieved his ball from the water.,She retrieved the data from the computer.
revelation,n.,re- back; -vel- veil; -ation act/state of,揭示; 啟示,The book contained a shocking revelation.,His discovery was a revelation.
revival,n.,re- back; -viv- live; -al act/state of,復興; 復活,The revival of the economy.,There was a religious revival.
revive,v.,re- back; -viv- live,復活; 恢復,The doctor revived him.,The old tradition was revived.
revolt,n./v.,re- back; -volt- roll,反抗; 起義; 反感,The people revolted against the government.,His actions caused a revolt.
revolve,v.,re- back; -volv- roll,旋轉; 圍繞,The Earth revolves around the sun.,The story revolves around a young girl.
rigorous,adj.,rigor- stiffness; -ous full of,嚴格的; 嚴謹的,He underwent rigorous training.,The research was rigorous.
ripple,n./v.,ripple- wave,漣漪; 波紋; 泛起漣漪,The stone caused ripples in the water.,A ripple of laughter spread through the crowd.
rivalry,n.,rival- rival; -ry state/quality,競爭; 對抗,There is a strong rivalry between the two teams.,The rivalry between the brothers.
roam,v./n.,roam- wander,漫遊; 徘徊,He roamed the streets.,The animals roamed freely.
robust,adj.,rob- oak,強健的; 堅固的,He is a robust man.,The company has a robust economy.
rotate,v.,rot- wheel; -ate make/cause to be,旋轉; 輪流,The Earth rotates on its axis.,They rotate crops.
rotation,n.,rot- wheel; -ation act/state of,旋轉; 輪換,The rotation of the Earth.,The rotation of crops.
royalty,n.,roy- king; -alty state/quality,皇室; 版稅,The queen is a member of the royalty.,He receives royalties from his book.
rubbish,n.,rub- rub; -ish like,垃圾; 廢話,Put the rubbish in the bin.,Don't talk rubbish.
