單字,詞性,詞根,中文解釋,例句1,例句2
popcorn,n.,pop- pop; corn- corn,爆米花,He ate popcorn at the movie.,A bag of popcorn.
popular,adj.,popul- people; -ar pertaining to,流行的; 受歡迎的,The song is popular.,A popular singer.
possible,adj.,pos- power; -ible capable of,可能的; 也許的,It is possible that he will come.,A possible solution.
pot,n./v.,pot- container,鍋; 壺; 盆栽,She cooked in a pot.,He potted the plant.
potato,n.,potato- vegetable,土豆; 馬鈴薯,He ate a potato.,Baked potato.
power,n./v.,power- strength,力量; 權力; 供電,He has great power.,The country is powered by electricity.
practice,n./v.,pract- practice,練習; 實踐; 練習,He practices the piano every day.,He put his ideas into practice.
prepare,v.,pre- before; -par- make,準備; 預備,He prepared for the exam.,She prepared dinner.
present,adj./n./v.,pre- before; -sent- be,現在的; 禮物; 呈現,He is present.,He received a present.
pretty,adv./adj.,pretty- attractive,相當; 漂亮的,She is pretty.,A pretty dress.
price,n./v.,price- value,價格; 代價; 定價,What is the price?,They priced the goods.
probably,adv.,prob- test; -able- capable of; -ly in a manner,可能; 大概,He will probably come.,It's probably true.
problem,n.,pro- forward; -blem- throw,問題; 難題,He has a problem.,Solve the problem.
program,n./v.,pro- forward; -gram- write,程序; 計劃; 編程,He wrote a computer program.,They programmed the robot.
proud,adj.,proud- arrogant,驕傲的; 自豪的,He is proud of his son.,She felt proud.
public,adj./n.,publ- public; -ic pertaining to,公共的; 公眾; 公開,Public transport is convenient.,The general public.
pull,v./n.,pull- draw,拉; 拖; 拉力,He pulled the door open.,Give it a pull.
push,v./n.,push- thrust,推; 推動; 推力,He pushed the door shut.,Give it a push.
put,v.,put- place,放; 放置,Put the book on the table.,He put on his coat.
quarter,n.,quart- fourth,四分之一; 季度; 地區,A quarter of an hour.,The first quarter.
queen,n.,queen- female ruler,女王; 王后,The queen ruled the country.,A powerful queen.
question,n./v.,quest- seek; -ion act/state of,問題; 疑問; 提問,He asked a question.,She questioned his motives.
quick,adj./adv.,quick- fast,快的; 迅速的; 快速地,He is a quick learner.,He ran quick.
quiet,adj./n./v.,quiet- calm,安靜的; 寂靜; 使安靜,The room is quiet.,He quieted the children.
quite,adv.,quite- completely,相當; 完全,He is quite tall.,It's quite good.
rabbit,n.,rabbit- animal,兔子,A rabbit hopped in the garden.,A white rabbit.
race,n./v.,race- run,比賽; 種族; 賽跑,He won the race.,The human race.
radio,n./v.,radi- ray; -o- sound,收音機; 無線電; 廣播,He listened to the radio.,She radioed for help.
rain,n./v.,rain- water,雨; 下雨; 下雨,The rain is falling.,It's raining.
rainbow,n.,rain- rain; bow- arch,彩虹,He saw a rainbow.,A colorful rainbow.
rainy,adj.,rain- rain; -y full of,下雨的; 多雨的,The weather is rainy.,A rainy day.
raise,v./n.,raise- lift,舉起; 提高; 飼養; 提高,He raised his hand.,A pay raise.
reach,v./n.,reach- extend,到達; 達到; 範圍,He reached the top of the mountain.,Beyond his reach.
read,v.,read- interpret,讀; 閱讀,He read a book.,She reads quickly.
ready,adj./v.,ready- prepared,準備好的; 樂意的; 準備,He is ready to go.,Get ready.
real,adj.,real- actual,真實的; 真正的,It's a real diamond.,A real problem.
really,adv.,real- real; -ly in a manner,真正地; 確實,He is really kind.,I really like it.
reason,n./v.,reason- thought,原因; 理由; 推理,What is the reason?,He reasoned with her.
red,adj./n.,red- color,紅色的; 紅色,He wore a red shirt.,The color red.
relative,adj./n.,re- back; -lat- carry; -ive tending to,相對的; 親戚,He is a relative of mine.,A close relative.
remember,v.,re- back; -memor- remember,記住; 回憶,I remember him.,Do you remember?
repeat,v.,re- back; -pet- seek,重複; 複述,Please repeat that.,He repeated the word.
report,n./v.,re- back; -port- carry,報告; 報道; 報告,He wrote a report.,She reported the news.
reporter,n.,re- back; -port- carry; -er person,記者; 報道員,He is a news reporter.,A foreign reporter.
rest,n./v.,rest- remain,休息; 剩餘; 休息,He took a rest.,The rest of the money.
restaurant,n.,rest- rest; -aur- gold,餐館; 飯店,He ate at a restaurant.,A French restaurant.
rice,n.,rice- grain,米飯; 大米,He ate some rice.,White rice.
rich,adj.,rich- wealthy,富有的; 豐富的,He is a rich man.,Rich in minerals.
ride,n./v.,ride- travel,騎; 乘坐; 騎行,He rode a horse.,A bike ride.
right,adv./adj./n.,right- correct,正確地; 正確的; 權利; 右邊,He is right.,The right answer.
ring,n./v.,ring- circle,戒指; 鈴聲; 響,She wore a ring.,The phone rang.
rise,n./v.,rise- ascend,上升; 增加; 上升,The sun rises in the east.,A rise in prices.
river,n.,river- stream,河流; 江,The river flows to the sea.,A long river.
road,n.,road- path,路; 道路,He walked on the road.,A busy road.
robot,n.,robot- machine,機器人,He built a robot.,A humanoid robot.
rock,n./v.,rock- stone,岩石; 石頭; 搖晃,He sat on a rock.,The boat rocked.
roll,v./n.,roll- turn,滾動; 卷; 麵包卷,He rolled the ball.,A bread roll.
room,n./v.,room- space,房間; 空間; 居住,He is in his room.,There is no room.
root,n.,root- base,根; 根源,The root of the tree.,The root of the problem.
rope,n.,rope- cord,繩子; 繩索,He tied the rope.,A long rope.
rose,n.,rose- flower,玫瑰; 玫瑰花,A red rose.,The rose bloomed.
round,adj./n./adv./prep./v.,round- circular,圓的; 圓形; 大約; 圍繞; 變圓,The table is round.,A round of applause.
row,n./v.,row- line,行; 排; 划船,He sat in the front row.,He rowed the boat.
rule,n./v.,rule- govern,規則; 統治; 統治,Follow the rules.,He ruled the country.
ruler,n.,rule- govern; -er person,尺子; 統治者,He used a ruler to draw a line.,A wise ruler.
run,v.,run- move,跑; 運行; 經營,He runs fast.,The machine runs well.
sad,adj.,sad- unhappy,悲傷的; 難過的,He is sad.,A sad story.
safe,adj./n.,safe- secure,安全的; 保險箱,He is safe.,Keep your money in a safe.
salad,n.,salad- greens,沙拉; 涼拌菜,She made a salad.,A green salad.
sale,n.,sale- selling,銷售; 減價; 銷售額,The store is having a sale.,A big sale.
salt,n./v./adj.,salt- mineral,鹽; 加鹽; 鹹的,He put salt in his food.,Salt water.
same,adj./pron./adv.,same- identical,相同的; 同一個; 同樣地,They are the same.,He did the same.
save,v.,save- rescue,保存; 節省; 拯救,He saved his money.,Save the environment.
say,v.,say- speak,說; 講,He said hello.,What did you say?
school,n./v.,school- institution,學校; 魚群; 教育,He goes to school.,A school of fish.
science,n.,sci- know; -ence state/quality,科學; 科學知識,He studies science.,Medical science.
sea,n.,sea- ocean,海; 海洋,He swam in the sea.,The deep sea.
season,n.,season- time,季節; 時期,The four seasons.,The football season.
seat,n./v.,seat- chair,座位; 坐下; 容納,He sat in his seat.,The car seats five people.
second,adj./n./adv.,sec- follow; -ond- second,第二的; 秒; 第二,He came in second.,Wait a second.
secretary,n.,secret- secret; -ary- place,秘書; 部長,She works as a secretary.,The Secretary of State.
see,v.,see- perceive,看; 看見; 明白,I see you.,Do you see what I mean?
seed,n.,seed- plant,種子; 籽,He planted a seed.,A small seed.
sell,v.,sell- exchange,賣; 出售,He sells cars.,She sold her house.
send,v.,send- transmit,發送; 寄送,He sent a letter.,Send me an email.
sentence,n./v.,sent- feel; -ence state/quality,句子; 判決; 判刑,He wrote a sentence.,The judge sentenced him.
serious,adj.,serious- grave,嚴肅的; 嚴重的,He is a serious person.,A serious problem.
service,n.,serv- serve; -ice- act,服務; 效勞,He works in customer service.,Public service.
set,v./n.,set- place,放置; 設置; 一套,He set the table.,A set of tools.
several,adj./pron.,sever- separate,幾個; 若干; 幾個,He has several books.,Several people.
shake,v./n.,shake- tremble,搖動; 顫抖; 搖動,He shook her hand.,A handshake.
shall,aux.,shall- future,將; 會,I shall go.,We shall overcome.
shape,n.,shape- form,形狀; 形成,The shape of the box.,He shaped the clay.
share,v./n.,share- part,分享; 分擔; 份額,He shared his food.,A share of the profits.
sharp,adj./adv.,sharp- keen,鋒利的; 尖銳的; 突然地,The knife is sharp.,He turned sharp left.
"she (her, hers, herself)",pron.,she- female,她; 她的; 她自己,She is my friend.,I saw her.
sheep,n.,sheep- animal,羊; 綿羊,A sheep grazed in the field.,A flock of sheep.
ship,n./v.,ship- vessel,船; 艦; 運送,The ship sailed across the ocean.,They shipped the goods.
shirt,n.,shirt- garment,襯衫; 襯衣,He wore a shirt.,A white shirt.
shoe(s),n.,shoe- footwear,鞋子,He wore shoes.,A pair of shoes.
shop,n./v.,shop- store,商店; 購物; 購物,He went to the shop.,She shopped for clothes.
short,adj.,short- not long,短的; 矮的,He has short hair.,A short story.
shorts,n.,short- short,短褲,He wore shorts.,Blue shorts.
shoulder,n.,shoulder- joint,肩膀; 肩部,He carried a bag on his shoulder.,My shoulder hurts.
shout,v./n.,shout- cry,喊叫; 大喊; 叫喊,He shouted loudly.,A loud shout.
show,v./n.,show- display,展示; 表演; 節目,He showed her the way.,A TV show.
shower,n./v.,show- display; -er agent,淋浴; 陣雨; 淋浴,He took a shower.,A sudden shower.
sick,adj.,sick- ill,生病的; 噁心的,He is sick.,She felt sick.
side,n.,side- edge,邊; 側面; 方面,He stood by her side.,The other side of the coin.
sight,n./v.,sight- vision,視力; 景象; 看見,He has good sight.,The sight of the sea.
sign,n./v.,sign- mark,標誌; 符號; 簽名,He saw a sign.,He signed the document.
simple,adj.,sim- one; -ple- fold,簡單的; 樸素的,The task is simple.,A simple explanation.
since,conj./prep./adv.,since- from then,自從; 因為; 自從,He has been here since 10 o'clock.,Since you are busy.
sing,v.,sing- vocalize,唱歌; 歌唱,He sings well.,She sang a song.
singer,n.,sing- sing; -er person,歌手; 歌唱家,He is a famous singer.,A pop singer.
sir,n.,sir- master,先生; 閣下,"Yes, sir.","Good morning, sir."
sister,n.,sister- female sibling,姐妹; 姐姐,He has a sister.,My younger sister.
sit,v.,sit- rest,坐; 坐下,He sat on the chair.,Sit down.
size,n./v.,size- dimension,尺寸; 大小; 測量,What is your size?,He sized up the situation.
skirt,n.,skirt- garment,裙子; 裙邊,She wore a skirt.,A long skirt.
sky,n.,sky- atmosphere,天空; 天,The sky is blue.,A clear sky.
sleep,n./v.,sleep- rest,睡覺; 睡眠; 睡覺,He slept well.,A good night's sleep.
slim,adj.,slim- thin,苗條的; 纖細的,She has a slim figure.,A slim chance.
slow,adj./v./adv.,slow- not fast,慢的; 緩慢的; 減速; 緩慢地,He is a slow learner.,He drove slow.
small,adj./n./adv.,small- little,小的; 少量; 小地,He has a small house.,A small amount.
smart,adj.,smart- intelligent,聰明的; 靈巧的; 時髦的,He is a smart student.,A smart dress.
smell,n./v.,smell- odor,氣味; 嗅覺; 聞,He smelled the flowers.,A bad smell.
smile,n./v.,smile- grin,微笑; 笑容; 微笑,She gave a smile.,He smiled at her.
smoke,n./v.,smoke- vapor,煙; 抽菸; 冒煙,He saw smoke.,He smokes cigarettes.
snake,n./v.,snake- reptile,蛇; 蜿蜒而行,A snake crawled on the ground.,The road snakes through the mountains.
snow,n./v.,snow- frozen water,雪; 下雪; 下雪,The snow is falling.,It's snowing.
so,adv./conj.,so- thus,如此; 這樣; 所以,He is so kind.,"So, what happened?"
sofa,n.,sofa- couch,沙發; 長椅,He sat on the sofa.,A comfortable sofa.
soldier,n.,sol- sun; -dier- day,士兵; 軍人,He is a soldier.,A brave soldier.
some,adj./pron.,some- part,一些; 某些; 一些,He has some books.,Some of them.
someone/somebody,pron./n.,some- some; one/body- person,某人; 有人,Someone is at the door.,Somebody called.
something,pron./n.,some- some; thing- thing,某物; 某事,He said something.,There is something wrong.
sometimes,adv.,some- some; time- time,有時; 偶爾,He sometimes goes out.,Sometimes it rains.
somewhere,adv.,some- some; where- where,某處; 某個地方,He lives somewhere in London.,I saw him somewhere.
son,n.,son- male child,兒子,He has a son.,My son is 10 years old.
song,n.,song- music,歌曲; 歌,He sang a song.,A beautiful song.
soon,adv.,soon- quickly,很快; 不久,He will come soon.,See you soon.
sore,adj./n.,sore- painful,疼痛的; 痛處,He has a sore throat.,A sore spot.
sorry,adj.,sorrow- sorrow; -y full of,抱歉的; 遺憾的,I'm sorry.,He felt sorry for her.
sound,n.,sound- noise,聲音; 響聲,He heard a sound.,A loud sound.
soup,n.,soup- liquid,湯; 羹,She ate some soup.,Chicken soup.
south,n./adj./adv.,south- direction,南方; 南方的; 向南,He lives in the south.,South America.
space,n./v.,space- area,空間; 太空; 間隔,He needs more space.,The car is spaced out.
speak,v.,speak- talk,說; 講話,He speaks English.,She spoke to him.
special,adj.,spec- look; -ial pertaining to,特別的; 專門的,He has a special talent.,A special occasion.
spell,v.,spell- charm,拼寫; 咒語; 拼寫,How do you spell your name?,He cast a spell.
spend,v.,spend- expend,花費; 度過,He spent money on books.,She spent her vacation in Hawaii.
spring,n./v.,spring- jump,春天; 泉水; 跳躍,The flowers bloom in spring.,The water springs from the ground.
square,n./adj.,square- four-sided,正方形; 廣場; 正方形的,He drew a square.,A town square.
stair,n.,stair- step,樓梯; 階梯,He walked up the stairs.,A flight of stairs.
stand,v./n.,stand- upright,站立; 忍受; 立場,He stood up.,He took a stand.
star,n./v.,star- celestial body,星星; 明星; 閃耀,The stars are shining.,She starred in the movie.
start,v./n.,start- begin,開始; 啟動; 開始,He started to work.,The start of the race.
station,n.,stat- stand; -ion act/state of,車站; 電視臺; 崗位,He went to the train station.,A police station.
stay,v./n.,stay- remain,停留; 保持; 停留,He stayed at home.,A short stay.
still,adv./adj.,still- motionless,仍然; 仍然; 靜止的,He is still here.,The water is still.
stop,v./n.,stop- cease,停止; 阻止; 停止,He stopped working.,A bus stop.
store,n./v.,store- keep,商店; 儲存; 儲存,He went to the store.,She stored her belongings.
story,n.,story- narrative,故事; 傳說,He told a story.,A short story.
straight,adv./adj./n.,straight- direct,直地; 直的; 直線,Go straight ahead.,A straight line.
strange,adj.,strange- unfamiliar,奇怪的; 陌生的,He had a strange dream.,A strange man.
street,n.,street- road,街道; 馬路,He walked down the street.,A busy street.
string,n.,string- cord,繩子; 線; 一串,He tied the package with a string.,A string of pearls.
strong,adj.,strong- powerful,強的; 堅固的,He is a strong man.,A strong wind.
student,n.,stud- study; -ent being,學生; 學員,He is a good student.,A college student.
study,n./v.,stud- study,學習; 研究; 書房,He studies hard.,A scientific study.
stupid,adj.,stupid- foolish,愚蠢的; 笨的,He made a stupid mistake.,A stupid idea.
subject,n.,sub- under; -ject- throw,主題; 科目; 主語,What is the subject?,He studies many subjects.
successful,adj.,sub- under; -cess- go; -ful full of,成功的; 勝利的,He is a successful businessman.,A successful project.
sugar,n.,sugar- sweet,糖; 食糖,He put sugar in his coffee.,White sugar.
sun,n./v.,sun- star,太陽; 陽光; 曬太陽,The sun is shining.,He sunned himself.
sunny,adj.,sun- sun; -y full of,陽光充足的; 晴朗的,The weather is sunny.,A sunny day.
supermarket,n.,super- over; market- market,超市; 超級市場,He went to the supermarket.,A large supermarket.
sure,adj./adv.,sure- certain,確信的; 肯定的; 當然,I'm sure he will come.,"Sure,  I'll help."
surprise,n./v.,sur- over; -pris- take,驚喜; 驚訝; 使驚訝,He received a surprise gift.,The news surprised her.
surprised,adj.,sur- over; -pris- take; -ed past participle,驚訝的; 吃驚的,He was surprised by the news.,She looked surprised.
sweet,adj.,sweet- sugary,甜的; 甜蜜的,The cake is sweet.,A sweet smile.
table,n.,table- flat surface,桌子; 餐桌,He sat at the table.,A wooden table.
tail,n.,tail- end,尾巴; 尾部,The dog wagged its tail.,The tail of a bird.
take,v.,take- grasp,拿; 取; 攜帶,Take a book.,He took her hand.
talk,v./n.,talk- speak,說話; 交談; 談話,He talked to her.,A long talk.
tall,adj.,tall- high,高的; 高大的,He is a tall man.,A tall building.
tape,n.,tape- strip,膠帶; 磁帶; 錄音帶,He used tape to fix it.,A cassette tape.
taste,n./v.,taste- flavor,味道; 品嚐; 品嚐,The food has a good taste.,He tasted the soup.
taxicab/taxi/cab,n.,taxi- meter; cab- carriage,出租車; 計程車,He took a taxi.,A yellow cab.
tea,n.,tea- drink,茶; 茶葉,He drank a cup of tea.,Green tea.
teach,v.,teach- instruct,教; 教授,He teaches English.,She taught him to swim.
teacher,n.,teach- teach; -er person,老師; 教師,He is a good teacher.,A history teacher.
team,n./v.,team- group,團隊; 隊伍; 合作,He plays on a team.,They teamed up.
teenager,n.,teen- teen; age- age; -er person,青少年; 十幾歲的孩子,He is a teenager.,A group of teenagers.
telephone/phone,n./v.,tele- far; phone- sound,電話; 打電話,He talked on the telephone.,She phoned him.
television/TV,n.,tele- far; vis- see; -ion act/state of,電視; 電視機,He watched television.,A new TV.
tell,v.,tell- narrate,告訴; 講述,Tell me a story.,He told her the truth.
temple,n.,temp- time,寺廟; 廟宇; 太陽穴,He visited a temple.,A Buddhist temple.
tennis,n.,tennis- game,網球,He plays tennis.,A tennis court.
terrible,adj.,terr- fear; -ible capable of,可怕的; 糟糕的,He had a terrible dream.,A terrible mistake.
test,n./v.,test- examine,測試; 考試; 檢驗,He took a test.,She tested the water.
than,conj./prep.,than- comparison,比; 比較,He is taller than me.,More than 10.
thank,v./n.,thank- gratitude,感謝; 謝謝; 感謝,Thank you.,He expressed his thanks.
that,conj./pron./adv./adj.,that- demonstrative,那; 那個; 如此; 那個,That is my book.,He said that he would come.
the,art.,the- definite,這; 那,The sun is shining.,The book is good.
theater,n.,thea- see; -ter- place,劇院; 戲院,He went to the theater.,A movie theater.
then,adv./adj.,then- at that time,然後; 那麼; 那時的,"He ate, then he left.","If you go, then I go."
there,adv./n.,there- that place,那裡; 在那裡; 那裡,He is there.,There is a book on the table.
these,pron./adj.,these- plural of this,這些; 這些的,These are my books.,These apples.
"they (them, their, theirs, themselves)",pron.,they- third person plural,他們; 他們的; 他們自己,They are my friends.,I saw them.
thick,adj.,thick- dense,厚的; 濃密的,The book is thick.,Thick fog.
thin,adj.,thin- not thick,薄的; 瘦的,The paper is thin.,He is a thin man.
thing,n.,thing- object,東西; 事情; 事物,He has many things.,A good thing.
think,v.,think- consider,想; 認為; 思考,I think he is right.,What do you think?
third,adj./n./adv.,third- three,第三的; 三分之一; 第三,He is the third person.,One third.
this,pron./adv./adj.,this- demonstrative,這; 這個; 如此; 這個,This is my book.,This apple.
those,pron./adj.,those- plural of that,那些; 那些的,Those are my books.,Those apples.
though,conj./adv.,though- although,雖然; 儘管; 然而,"Although it was raining, we went out.","He was tired, though."
thousand,n./adj.,thousand- number,千; 一千個,One thousand dollars.,A thousand people.
throat,n.,throat- neck,喉嚨; 嗓子,He has a sore throat.,My throat hurts.
through,prep./adv.,through- across,穿過; 經過; 徹底,He walked through the park.,He read the book through.
throw,v./n.,throw- cast,扔; 投; 投擲,He threw the ball.,A good throw.
ticket,n.,ticket- note,票; 券,He bought a ticket.,A movie ticket.
tidy,adj./v.,tidy- neat,整潔的; 整齊的; 整理,His room is tidy.,He tidied his room.
tie,n./v.,tie- bind,領帶; 關係; 系; 打結,He wore a tie.,They tied the knot.
tiger,n.,tiger- animal,老虎,The tiger roared.,A wild tiger.
time,n./v.,time- duration,時間; 時刻; 計時,What time is it?,He timed the race.
tip,n./v.,tip- end,尖端; 小費; 傾斜,The tip of his nose.,He gave her a tip.
tired,adj.,tire- weary; -ed past participle,疲倦的; 累的,He is tired.,She felt tired.
to,prep.,to- direction,到; 向; 往,He went to school.,Go to bed.
today,adv./n.,to- this; day- day,今天; 今日,Today is a good day.,He works today.
toe,n.,toe- digit,腳趾,He hurt his toe.,My big toe.
together,adv.,to- to; get- get; -her- here,一起; 共同,They went together.,Work together.
toilet,n.,toilet- dressing room,廁所; 馬桶,He went to the toilet.,A public toilet.
tomato,n.,tomato- fruit,番茄; 西紅柿,She ate a tomato.,A red tomato.
tomorrow,adv./n.,to- to; morn- morning,明天; 明日,He will come tomorrow.,See you tomorrow.
tonight,adv./n.,to- to; night- night,今晚; 今夜,He will come tonight.,Tonight is a good night.
too,adv.,too- also,也; 太; 過分,Me too.,It's too hot.
tool,n.,tool- instrument,工具; 用具,He used a tool.,A useful tool.
tooth,n.,tooth- bone,牙齒,He has a toothache.,My front tooth.
top,n./adj./v.,top- highest,頂部; 頂端; 最高的; 超過,The top of the mountain.,He is at the top.
topic,n.,top- place; -ic pertaining to,主題; 題目,What is the topic?,A interesting topic.
total,adj./n./v.,total- whole,總的; 總數; 總計,The total cost.,He totaled the figures.
touch,n./v.,touch- feel,觸摸; 接觸; 觸摸,He felt a touch on his shoulder.,Don't touch me.
towel,n./v.,towel- cloth,毛巾; 擦拭,He dried his hands with a towel.,She towelled her hair.
town,n.,town- settlement,城鎮; 鎮,He lives in a small town.,A busy town.
toy,n.,toy- plaything,玩具; 玩物,He played with a toy.,A children's toy.
traffic,n./v.,traf- trade; -fic- make,交通; 運輸; 交易,The traffic is heavy.,The police trafficked the drugs.
train,n./v.,train- pull,火車; 訓練; 訓練,He took the train to London.,He trained his dog.
treat,v.,treat- handle,對待; 治療; 款待,He treated her well.,The doctor treated his illness.
tree,n.,tree- plant,樹; 樹木,A tree grew in the garden.,A tall tree.
trip,n./v.,trip- journey,旅行; 絆倒; 絆倒,He went on a trip.,He tripped over a rock.
trouble,n./v.,trouble- disturbance,麻煩; 困難; 煩惱,He has a lot of trouble.,Don't trouble me.
truck,n.,truck- vehicle,卡車; 貨車,He drove a truck.,A big truck.
try,v./n.,try- attempt,嘗試; 努力; 嘗試,He tried to open the door.,Give it a try.
T-shirt,n.,T- T-shape; shirt- shirt,T恤衫,He wore a T-shirt.,A white T-shirt.
turn,v./n.,turn- rotate,轉; 旋轉; 輪流; 輪流,He turned around.,It's your turn.
twice,adv.,two- two; -ce- times,兩次; 兩倍,He went there twice.,Twice a day.
type,n./v.,type- kind,類型; 種類; 打字,What type of music do you like?,He typed a letter.
uncle,n.,uncle- relative,叔叔; 伯伯; 舅舅,My uncle lives in New York.,His uncle is kind.
under,prep./adv.,under- below,在...下面; 在下面,He hid the money under the bed.,He went under.
understand,v.,under- under; stand- stand,理解; 明白,I understand you.,Do you understand?
uniform,n.,uni- one; -form- form,制服; 統一的,He wore a uniform.,A school uniform.
until,conj./prep.,un- not; till- till,直到; 直到...為止,Wait until I come.,He worked until midnight.
up,adv./prep./adj./v./n.,up- upward,向上; 在...上面; 向上的; 提高; 上升,He went up the stairs.,The sun is up.
use,v./n.,use- employ,使用; 利用; 用途,He used a pen.,The use of force.
useful,adj.,use- use; -ful full of,有用的; 有益的,The tool is useful.,Useful information.
usually,adv.,us- use; -ual- pertaining to; -ly in a manner,通常; 經常,He usually comes on time.,She usually eats breakfast.
vegetable,n.,veget- plant; -able capable of,蔬菜; 植物,He eats vegetables.,Fresh vegetables.
very,adv.,very- true,非常; 很,He is very kind.,Very good.
video,n./v./adj.,vid- see; -eo- sound,視頻; 錄像; 錄像的,He watched a video.,Video games.
violin,n.,viol- stringed instrument,小提琴,He plays the violin.,A classical violin.
visit,v./n.,vis- see,參觀; 拜訪; 訪問,He visited his friends.,A short visit.
visitor,n.,vis- see; -or agent,訪客; 參觀者,He received a visitor.,A welcome visitor.
voice,n.,voc- call,聲音; 嗓音,He has a deep voice.,Her voice is beautiful.
wait,v./n.,wait- stay,等待; 等候; 等待,He waited for her.,A long wait.
wake,v.,wake- awaken,醒來; 喚醒,He woke up early.,She woke him up.
walk,v./n.,walk- stroll,走; 步行; 散步,He walked to school.,A long walk.
wall,n.,wall- barrier,牆; 牆壁,He painted the wall.,A brick wall.
want,v./n.,want- desire,想要; 需要; 缺乏,I want a new car.,He has a want for money.
warm,adj./v.,warm- hot,溫暖的; 熱情的; 加熱,The weather is warm.,He warmed his hands.
watch,v./n.,watch- observe,看; 觀看; 手錶,He watched TV.,He wears a watch.
water,n./v.,water- liquid,水; 澆水,He drank some water.,She watered the plants.
wave,n./v.,wave- motion,波浪; 揮手; 揮手,The waves are big.,He waved goodbye.
way,n.,way- path,路; 方法; 方式,He knows the way.,The best way.
"we (us, our, ours, ourselves)",pron.,we- first person plural,我們; 我們的; 我們自己,We are friends.,He saw us.
weak,adj.,weak- not strong,虛弱的; 弱的,He is weak.,A weak argument.
wear,v.,wear- put on,穿; 戴; 磨損,He wore a shirt.,The shoes are worn out.
weather,n./v.,weather- atmosphere,天氣; 經受住,The weather is good.,He weathered the storm.
week,n.,week- seven days,周; 星期,He works five days a week.,Next week.
weekend,n./v.,week- week; end- end,週末; 度週末,He enjoys the weekend.,They weekend in the countryside.
welcome,v./adj./n.,well- well; come- come,歡迎; 受歡迎的; 歡迎,Welcome to my home.,A welcome guest.
well,adv./adj./n.,well- good,好; 好的; 井,He sings well.,He is well.
west,n./adj./adv.,west- direction,西方; 西方的; 向西,He lives in the west.,West Africa.
wet,adj./v.,wet- moist,溼的; 潮溼的; 弄溼,His clothes are wet.,He wet his pants.
what,pron./adj.,what- interrogative,什麼; 什麼的,What is your name?,What book?
when,adv./conj./pron.,when- at what time,何時; 當...時; 何時,When did he come?,When he arrived.
where,conj./adv./pron./n.,where- at what place,哪裡; 在哪裡; 哪裡; 地點,Where are you?,Where he lives.
whether,conj.,whether- if,是否; 不論,I don't know whether he will come.,Whether he comes or not.
which,pron./adj.,which- interrogative,哪個; 哪一個; 哪個的,Which book do you want?,Which one?
while,conj./n./v.,while- during,當...時; 一會兒; 消磨,"While he was sleeping, I left.",Wait a while.
white,adj./n.,white- color,白色的; 白色,He wore a white shirt.,The color white.
who,pron.,who- interrogative,誰; 誰的,Who is he?,Who did it?
whose,pron.,who- who; -se- possessive,誰的; 誰的,Whose book is this?,Whose car is that?
why,adv./n.,why- reason,為什麼; 為什麼; 原因,Why are you here?,The reason why.
wide,adj./adv.,wide- broad,寬的; 廣泛的; 寬地,The river is wide.,He opened his eyes wide.
wife,n.,wife- female spouse,妻子; 夫人,He loves his wife.,My wife is kind.
will,aux./n.,will- future,將; 會; 意志,I will go.,He has a strong will.
win,v./n.,win- gain,贏; 獲勝; 勝利,He won the game.,A big win.
wind,n./v.,wind- air,風; 纏繞; 蜿蜒,The wind is blowing.,He wound the clock.
window,n.,wind- wind; -ow- opening,窗戶; 窗,He opened the window.,A glass window.
wise,adj.,wise- intelligent,明智的; 聰明的,He is a wise man.,A wise decision.
wish,v./n.,wish- desire,希望; 祝願; 願望,I wish you good luck.,He made a wish.
with,prep.,with- accompany,和; 與; 用,He went with her.,He cut it with a knife.
without,prep./adv.,with- with; out- out,沒有; 無; 沒有,He left without saying goodbye.,He is without money.
woman,n.,woman- female adult,女人; 婦女,She is a woman.,A beautiful woman.
wonderful,adj.,wonder- wonder; -ful full of,精彩的; 極好的,He had a wonderful time.,A wonderful idea.
word,n.,word- unit of language,單詞; 詞語,He learned a new word.,A kind word.
work,n./v.,work- labor,工作; 勞動; 工作,He works hard.,His work is good.
worker,n.,work- work; -er person,工人; 勞動者,He is a factory worker.,A hardworking worker.
world,n.,world- earth,世界; 全球,The world is big.,The whole world.
worry,v./n.,worry- anxiety,擔心; 擔憂; 擔憂,Don't worry.,He has a lot of worries.
write,v.,write- record,寫; 書寫,He wrote a letter.,She wrote a book.
writer,n.,write- write; -er person,作家; 撰稿人,He is a famous writer.,A good writer.
wrong,adj./adv./n./v.,wrong- incorrect,錯誤的; 不對的; 錯誤; 冤枉,He is wrong.,What's wrong?
yard,n.,yard- enclosure,院子; 碼,He played in the yard.,A large yard.
year,n.,year- period,年; 年度,He works for a year.,Next year.
yellow,adj./n./v.,yellow- color,黃色的; 黃色; 變黃,The sun is yellow.,The color yellow.
yes/yeah,adv./n.,yes- affirmative,是; 是的; 是,"Yes, I agree.","Yeah, that's right."
yesterday,adv./n.,yes- yes; ter- day; day- day,昨天; 昨日,He came yesterday.,Yesterday was a good day.
yet,adv./conj.,yet- still,還; 仍然; 然而,He hasn't arrived yet.,Yet he still believes.
"you (your, yours, yourself, yourselves)",pron.,you- second person,你; 你的; 你自己,You are my friend.,This is your book.
young,adj./n.,young- not old,年輕的; 年輕人,He is a young man.,The young generation.
