單字,詞性,詞根,中文解釋,例句1,例句2
inspire,v.,in- in; -spir- breathe,激勵; 鼓舞; 啟發,His speech inspired the audience.,She inspired him to work harder.
install,v.,in- in; -stall- place,安裝; 安置,They installed new software.,He installed a new light fixture.
instinct,n.,in- in; -stinct- prick,本能; 直覺,Animals act on instinct.,She had a strong instinct.
instruct,v.,in- in; -struct- build,指示; 教導,He instructed them to wait.,She instructed him on how to use the machine.
instructor,n.,in- in; -struct- build; -or agent,教練; 導師,He is a driving instructor.,The yoga instructor.
insult,n./v.,in- in; -sult- leap,侮辱; 辱罵; 侮辱,He took it as an insult.,She insulted him.
insurance,n.,in- in; -sur- sure; -ance state/quality,保險; 保險費,He bought car insurance.,Health insurance.
intellectual,adj./n.,inter- between; -lect- choose; -ual pertaining to,智力的; 知識分子,He has a high intellectual capacity.,She is an intellectual.
intelligence,n.,inter- between; -lect- choose; -ence state/quality,智力; 情報,He has high intelligence.,Military intelligence.
intend,v.,in- in; -tend- stretch,打算; 意圖,He intended to go.,What do you intend to do?
intense,adj.,in- in; -tens- stretch,強烈的; 緊張的,He felt intense pain.,The intense heat.
intensity,n.,in- in; -tens- stretch; -ity state/quality,強度; 強烈,The intensity of the light.,The intensity of the emotion.
intensive,adj.,in- in; -tens- stretch; -ive tending to,密集的; 加強的,He took an intensive course.,Intensive care unit.
intention,n.,in- in; -tend- stretch; -ion act/state of,意圖; 目的,He had no intention of hurting her.,His intention was good.
interact,v.,inter- between; -act- do,互動; 相互作用,They interacted with each other.,The two chemicals interact.
interaction,n.,inter- between; -act- do; -ion act/state of,互動; 相互作用,Social interaction is important.,The interaction between humans and nature.
interfere,v.,inter- between; -fer- carry,干涉; 妨礙,Don't interfere in my business.,The noise interfered with his work.
intermediate,adj./n./v.,inter- between; -medi- middle; -ate make/cause to be,中間的; 中級的; 中間物,He is an intermediate level student.,The intermediate stage.
interpret,v.,inter- between; -pret- explain,解釋; 翻譯,He interpreted the dream.,She interpreted for the delegates.
interruption,n.,inter- between; -rupt- break; -ion act/state of,中斷; 打擾,He worked without interruption.,The interruption of the power supply.
intimate,adj./n.,intim- innermost; -ate make/cause to be,親密的; 私人的; 知己,They are intimate friends.,He shared his intimate thoughts.
intuition,n.,in- in; -tuit- look; -ion act/state of,直覺; 領悟,She had a strong intuition.,He trusted his intuition.
invade,v.,in- in; -vad- go,入侵; 侵略,The army invaded the country.,They invaded his privacy.
invasion,n.,in- in; -vad- go; -ion act/state of,入侵; 侵略,The invasion of privacy.,The invasion of the country.
invention,n.,in- in; -vent- come; -ion act/state of,發明; 創造,The invention of the telephone.,His latest invention.
invest(ment),v./(n.),in- in; -vest- clothe; -ment result of,投資; 投入; 投資,He invested his money in stocks.,The investment in education.
investigation,n.,in- in; -vestig- track; -ation act/state of,調查; 研究,The police launched an investigation.,A scientific investigation.
involve(ment),v./(n.),in- in; -volv- roll; -ment result of,涉及; 包含; 參與,He was involved in the accident.,Her involvement in the project.
isolate,v.,isol- island; -ate make/cause to be,隔離; 孤立,He was isolated from his family.,The country was isolated.
isolation,n.,isol- island; -ation act/state of,隔離; 孤立,He suffered from social isolation.,The isolation of the island.
issue,n./v.,is- out; -sue- flow,問題; 議題; 發行,They discussed the issue.,The company issued a statement.
jealousy,n.,jeal- zealous; -y result of,嫉妒; 妒忌,He felt jealousy towards his brother.,Her jealousy was obvious.
keen,adj.,keen- sharp,敏銳的; 熱衷的,He has a keen mind.,She is keen on sports.
kettle,n.,kettle- pot,水壺; 燒水壺,He boiled water in the kettle.,The kettle is whistling.
kneel,v.,kneel- bend,跪下; 跪拜,He knelt down to pray.,She knelt before the king.
knob,n.,knob- lump,旋鈕; 把手,He turned the knob.,The door knob.
labor,n./v.,labor- work,勞動; 勞工; 勞動,He works hard labor.,The company employs skilled labor.
laboratory/lab,n.,labor- work; -atory- place,實驗室,He works in a laboratory.,The science lab.
lag,n./v.,lag- slow,滯後; 落後; 滯後,There was a time lag.,He lagged behind the others.
landmark,n.,land- land; mark- mark,地標; 里程碑,The Eiffel Tower is a famous landmark.,A landmark decision.
landscape,n./v.,land- land; scape- view,風景; 景色; 美化,The landscape is beautiful.,He landscaped the garden.
largely,adv.,large- large; -ly in a manner,主要地; 大部分,The success was largely due to luck.,He is largely responsible.
launch,v./n.,launch- throw,發射; 推出; 發射,They launched a new product.,The launch of the rocket.
lawful,adj.,law- law; -ful full of,合法的; 守法的,His actions were lawful.,A lawful arrest.
lean,v./adj.,lean- bend,傾斜; 倚靠; 瘦的,He leaned against the wall.,She has a lean body.
learned,adj.,learn- learn; -ed past participle,博學的; 有學問的,He is a learned scholar.,A learned person.
lecture,n./v.,lect- read; -ure act/state of,講座; 演講; 講課,He gave a lecture on history.,She lectured on art.
lecturer,n.,lect- read; -ur- act; -er person,講師; 演講者,He is a university lecturer.,The guest lecturer.
legend,n.,leg- read,傳說; 傳奇,The legend of King Arthur.,He is a living legend.
leisurely,adj./adv.,leisure- freedom; -ly like,悠閒的; 從容的; 悠閒地,They took a leisurely stroll.,He worked at a leisurely pace.
lengthen,v.,length- length; -en make,延長; 變長,They lengthened the skirt.,The days lengthen in summer.
liar,n.,lie- lie; -ar- agent,說謊者; 騙子,He is a liar.,Don't be a liar.
librarian,n.,libr- book; -arian person,圖書館員,She works as a librarian.,The school librarian.
license,n./v.,lic- permit; -ense- permit,執照; 許可證; 許可,He has a driver's license.,The software is licensed.
lifeguard,n.,life- life; guard- guard,救生員,The lifeguard saved the drowning child.,He works as a lifeguard.
limitation,n.,limit- limit; -ation act/state of,限制; 侷限,He has some limitations.,The limitations of the study.
linen,n.,lin- flax,亞麻布; 亞麻製品,The tablecloth is made of linen.,Bed linen.
lipstick,n.,lip- lip; stick- stick,口紅; 唇膏,She put on lipstick.,He bought her a lipstick.
liquor,n.,liqu- liquid,酒; 烈酒,He doesn't drink liquor.,A liquor store.
literary,adj.,liter- letter; -ary pertaining to,文學的; 文藝的,He has a literary talent.,Literary criticism.
literature,n.,liter- letter; -ure act/state of,文學; 文獻,He studies English literature.,Scientific literature.
loan,n./v.,loan- lend,貸款; 借款; 借出,He took out a loan from the bank.,She loaned him some money.
lobster,n.,lobster- crustacean,龍蝦,He ate a lobster.,Lobster bisque.
logic,n.,log- word/reason; -ic pertaining to,邏輯; 邏輯學,His argument lacks logic.,The logic of the situation.
logical,adj.,log- word/reason; -ical pertaining to,邏輯的; 合乎邏輯的,His conclusion is logical.,A logical argument.
loosen,v.,loose- loose; -en make,放鬆; 鬆開,He loosened his tie.,The screws loosened.
lousy,adj.,louse- louse; -y full of,糟糕的; 差勁的,He did a lousy job.,I feel lousy.
loyal,adj.,loyal- faithful,忠誠的; 忠實的,He is a loyal friend.,She is loyal to her country.
loyalty,n.,loyal- faithful; -ty state/quality,忠誠; 忠實,He showed great loyalty.,Her loyalty was unquestionable.
luxurious,adj.,lux- light; -ur- act; -ious full of,奢華的; 豪華的,They live in a luxurious apartment.,A luxurious lifestyle.
luxury,n.,lux- light; -ur- act; -y result of,奢侈; 奢侈品,He enjoys luxury.,A life of luxury.
machinery,n.,machin- machine; -ery result of,機器; 機械,The factory uses heavy machinery.,Agricultural machinery.
magnetic,adj.,magn- great; -et- iron; -ic pertaining to,磁性的; 有吸引力的,The magnet is magnetic.,He has a magnetic personality.
magnificent,adj.,magn- great; -fic- make; -ent being,壯麗的; 宏偉的,The view was magnificent.,A magnificent building.
makeup,n.,make- make; up- up,化妝品; 構成,She put on makeup.,The makeup of the committee.
manual,n./adj.,man- hand; -ual pertaining to,手冊; 手工的,He read the instruction manual.,Manual labor.
manufacture,n./v.,manu- hand; -fact- make; -ure act/state of,製造; 生產; 製造,The manufacture of cars.,They manufacture electronic components.
manufacturer,n.,manu- hand; -fact- make; -ur- act; -er person,製造商; 廠商,He works for a car manufacturer.,The leading manufacturer.
marathon,n.,Marathon- battle,馬拉松; 馬拉松比賽,He ran a marathon.,The Boston Marathon.
margin,n.,margin- edge,邊緣; 利潤,The margin of the page.,He has a good profit margin.
maturity,n.,matur- ripe; -ity state/quality,成熟; 成熟期,He showed great maturity.,The maturity of the wine.
maximum,adj./n.,max- greatest; -imum- superlative,最大的; 最高的; 最大值,The maximum speed is 100 mph.,He reached the maximum.
measurable,adj.,measur- measure; -able capable of,可測量的; 可衡量的,The results are measurable.,Measurable progress.
measure(s),n.,measur- measure,措施; 測量; 尺寸,They took measures to prevent the spread of the disease.,He took her measures.
mechanic,n.,mech- machine; -an- agent; -ic pertaining to,機械師; 技工,He works as a car mechanic.,The mechanic repaired the engine.
mechanical,adj.,mech- machine; -an- agent; -ical pertaining to,機械的; 機械學的,The mechanical parts of the machine.,Mechanical engineering.
memorable,adj.,memor- remember; -able capable of,難忘的; 值得紀念的,It was a memorable experience.,A memorable day.
memorial,adj./n.,memor- remember; -ial pertaining to,紀念的; 紀念碑; 紀念館,A memorial service was held.,The war memorial.
memorize,v.,memor- remember; -ize make,記住; 背誦,He memorized the poem.,She memorized the lines.
merchant,n.,merc- trade; -ant person,商人; 批發商,He is a wealthy merchant.,A merchant ship.
mercy,n.,merc- reward,仁慈; 憐憫,He showed no mercy.,She begged for mercy.
mere,adj.,mere- pure,僅僅的; 只不過的,It was a mere coincidence.,He is a mere child.
merit,n.,merit- earn,優點; 價值,His work has great merit.,The merits of the case.
messenger,n.,mess- message; -en- make; -ger- agent,信使; 傳達者,He sent a messenger.,The messenger delivered the letter.
messy,adj.,mess- mix; -y full of,凌亂的; 髒亂的,His room is always messy.,A messy situation.
microscope,n.,micro- small; -scope- look,顯微鏡,He looked at the cells under a microscope.,An electron microscope.
mild,adj.,mild- gentle,溫和的; 輕微的,He has a mild personality.,A mild illness.
mill,n./v.,mill- grind,磨坊; 工廠; 研磨,The flour mill.,He milled the grain.
millionaire,n.,mill- thousand; -ion- large number; -aire- person,百萬富翁,He is a millionaire.,She married a millionaire.
miner,n.,mine- mine; -er person,礦工,He works as a coal miner.,The miners went on strike.
mineral,n.,mine- mine; -al pertaining to,礦物; 礦物質,Water contains many minerals.,Mineral resources.
minimum,adj./n.,min- small; -imum- superlative,最小的; 最低的; 最小值,The minimum wage is low.,He reached the minimum.
minister,n.,minister- servant,部長; 大臣; 牧師,He is a government minister.,The foreign minister.
ministry,n.,minister- servant; -y result of,部; 部門; 牧師職務,The Ministry of Education.,He works in the ministry.
mischief,n.,mis- wrong; chief- head,惡作劇; 淘氣,He is always up to mischief.,The children were full of mischief.
miserable,adj.,miser- wretched; -able capable of,悲慘的; 痛苦的,He felt miserable.,A miserable life.
misfortune,n.,mis- wrong; fortune- luck,不幸; 厄運,He suffered a great misfortune.,It was a misfortune.
mislead,v.,mis- wrong; lead- lead,誤導; 欺騙,He was misled by the advertisement.,Don't mislead me.
misunderstand,v.,mis- wrong; under- under; stand- stand,誤解; 誤會,He misunderstood her meaning.,Don't misunderstand me.
moderate,adj.,mod- measure; -ate make/cause to be,溫和的; 適度的,He has moderate views.,A moderate temperature.
modest,adj.,mod- measure,謙虛的; 適度的,He is a modest person.,A modest income.
modesty,n.,mod- measure; -esty state/quality,謙虛; 樸素,He showed great modesty.,Her modesty was admirable.
monitor,n./v.,mon- warn; -itor agent,顯示器; 監聽; 監控,He watched the monitor.,They monitored the situation.
monument,n.,mon- warn; -ment result of,紀念碑; 紀念物,The monument commemorates the war dead.,A historical monument.
moreover,adv.,more- more; over- over,此外; 而且,"Moreover, he is a good singer.","She is intelligent; moreover", she is kind.
motivate,v.,mov- move; -ate make/cause to be,激勵; 激發,He was motivated by ambition.,The desire to succeed motivated him.
motivation,n.,mov- move; -ation act/state of,動機; 動力,He lacks motivation.,Her motivation was strong.
mountainous,adj.,mount- mountain; -ain- pertaining to; -ous full of,多山的; 山區的,The region is mountainous.,Mountainous terrain.
muddy,adj.,mud- mud; -y full of,泥濘的; 渾濁的,The road was muddy.,Muddy water.
mule,n.,mule- hybrid,騾子; 固執的人,He rode a mule.,He is as stubborn as a mule.
multiple,adj.,multi- many; -ple- fold,多重的; 多個的,He has multiple sclerosis.,Multiple choice questions.
murderer,n.,mur- kill; -der- kill; -er person,殺人犯; 兇手,He was a murderer.,The police caught the murderer.
murmur,n./v.,murmur- sound,低語; 咕噥; 低語,He spoke in a murmur.,She murmured her agreement.
mutual,adj.,mut- change; -ual pertaining to,相互的; 共同的,They have a mutual respect.,A mutual friend.
mysterious,adj.,myst- secret; -er- agent; -ious full of,神秘的; 詭秘的,He has a mysterious past.,A mysterious disappearance.
namely,adv.,name- name; -ly in a manner,即; 也就是,"He has two hobbies, namely reading and swimming.","The problem is complex, namely, how to solve it."
nationality,n.,nation- nation; -al- pertaining to; -ity state/quality,國籍; 民族,What is your nationality?,He has dual nationality.
needy,adj.,need- need; -y full of,貧困的; 需要幫助的,He helps the needy.,Needy families.
neglect,n./v.,neg- not; -lect- choose,忽視; 疏忽; 忽視,He neglected his duties.,The neglect of his children.
negotiate,v.,neg- not; -otium- leisure; -ate make/cause to be,談判; 協商,They negotiated a peace treaty.,He negotiated a good deal.
nevertheless,adv.,never- never; the- the; less- less,然而; 不過,"It was raining, nevertheless, we went out.","He was tired, nevertheless, he continued."
nightmare,n.,night- night; mare- demon,噩夢; 夢魘,He had a nightmare.,The experience was a nightmare.
noble,adj./n.,nob- know; -le- able,高貴的; 崇高的; 貴族,He is a noble man.,A noble cause.
nonsense,n.,non- not; sense- sense,胡說; 廢話,Don't talk nonsense.,It's complete nonsense.
nowadays,adv.,now- now; a- on; days- days,現今; 如今,"Nowadays, people use computers for everything.",Life is different nowadays.
nuclear,adj.,nucl- nut; -ar pertaining to,核的; 原子核的,Nuclear energy is powerful.,Nuclear weapons.
numerous,adj.,numer- number; -ous full of,眾多的; 許多的,He has numerous friends.,Numerous examples.
nursery,n.,nurs- nourish; -ery place,託兒所; 苗圃,The children go to a nursery.,A plant nursery.
nutritious,adj.,nutr- nourish; -ious full of,有營養的; 滋養的,Fruits and vegetables are nutritious.,A nutritious meal.
obedience,n.,ob- to/toward; -aud- hear; -ence state/quality,服從; 順從,He showed obedience to his parents.,Blind obedience.
obedient,adj.,ob- to/toward; -aud- hear; -ent being,服從的; 順從的,He is an obedient child.,An obedient dog.
objection,n.,ob- to/toward; -ject- throw; -ion act/state of,反對; 異議,He raised an objection.,She had no objection.
objective,n./adj.,ob- to/toward; -ject- throw; -ive tending to,目標; 目的; 客觀的,His objective is to win the game.,He gave an objective analysis.
observation,n.,ob- to/toward; -serv- watch; -ation act/state of,觀察; 觀測,He made an observation.,Scientific observation.
obstacle,n.,ob- to/toward; -sta- stand,障礙; 妨礙,He overcame many obstacles.,The language obstacle.
obtain,v.,ob- to/toward; -tain- hold,獲得; 取得,He obtained a visa.,She obtained a degree.
occasional,adj.,oc- to/toward; -cas- fall; -ion act/state of; -al pertaining to,偶爾的; 間或的,He makes occasional visits.,Occasional rain.
occupation,n.,oc- to/toward; -cup- take; -ation act/state of,職業; 佔領,What is your occupation?,The occupation of the city.
occupy,v.,oc- to/toward; -cup- take,佔領; 佔據,The army occupied the city.,He occupies a high position.
offend,v.,of- to/toward; -fend- strike,冒犯; 觸怒,His words offended her.,Don't offend him.
offense,n.,of- to/toward; -fend- strike; -se result,冒犯; 罪行; 進攻,He committed an offense.,The team's offense is strong.
offensive,adj.,of- to/toward; -fend- strike; -ive tending to,冒犯的; 攻擊性的,His comments were offensive.,An offensive weapon.
opera,n.,oper- work,歌劇,She loves opera.,He went to the opera.
oppose,v.,op- against; -pos- put,反對; 對抗,He opposed the plan.,They opposed the war.
option,n.,opt- choose; -ion act/state of,選擇; 選項,He has no other option.,The options are limited.
orbit,n./v.,orb- circle; -it- go,軌道; 繞軌道運行,The Earth orbits the sun.,The satellite is in orbit.
orchestra,n.,orchestra- dance,管絃樂隊,He conducted the orchestra.,The symphony orchestra.
orientation,n.,ori- rise; -ent- being; -ation act/state of,方向; 定位; 培訓,He has a good sense of orientation.,New employee orientation.
orphan,n./v.,orphan- orphan,孤兒; 使成為孤兒,He is an orphan.,The war orphaned many children.
otherwise,adv.,other- other; wise- way,否則; 另外,"Study hard, otherwise you will fail.","He is busy, otherwise he would come."
outcome,n.,out- out; come- come,結果; 結局,The outcome of the election.,The final outcome.
outstanding,adj.,out- out; stand- stand; -ing present participle,傑出的; 顯著的; 未解決的,He is an outstanding student.,Outstanding debts.
oval,adj./n.,ov- egg; -al pertaining to,橢圓形的; 橢圓形,The table is oval.,An oval shape.
overcoat,n.,over- over; coat- coat,大衣; 外套,He wore an overcoat.,A warm overcoat.
overcome,v.,over- over; come- come,克服; 戰勝,He overcame his fears.,She overcame many difficulties.
overlook,v.,over- over; look- look,俯瞰; 忽略; 寬恕,The hotel overlooks the sea.,He overlooked a mistake.
overnight,adv./adj.,over- over; night- night,通宵; 突然; 通宵的,He stayed overnight.,An overnight success.
overthrow,v.,over- over; throw- throw,推翻; 顛覆,They overthrew the government.,The overthrow of the regime.
oxygen,n.,oxy- sharp; -gen- produce,氧氣,Humans need oxygen to breathe.,Oxygen is a gas.
pace,n./v.,pace- step,步速; 步伐; 踱步,He walked at a slow pace.,She paced back and forth.
panel,n.,pan- cloth,面板; 專題討論小組,The control panel.,A panel of experts.
parachute,n./v.,para- beside; -chute- fall,降落傘; 跳傘,He jumped out of the plane with a parachute.,She parachuted from the plane.
paragraph,n.,para- beside; -graph- write,段落; 節,The essay has five paragraphs.,He wrote a paragraph.
partial,adj.,part- part; -ial pertaining to,部分的; 偏袒的,He has a partial understanding.,She is partial to chocolate.
participation,n.,part- part; -cip- take; -ation act/state of,參與; 參加,His participation in the project.,Student participation.
partnership,n.,part- part; -ner- partner; -ship state/quality,夥伴關係; 合夥,They formed a business partnership.,A strategic partnership.
passive,adj.,pass- suffer; -ive tending to,被動的; 消極的,He took a passive role.,Passive resistance.
pasta,n.,past- paste,意大利麵; 麵食,She cooked pasta for dinner.,He loves pasta.
paw,n./v.,paw- foot,爪子; 爪子抓,The cat licked its paw.,The dog pawed at the door.
peculiar,adj.,pecul- private,獨特的; 奇怪的,He has a peculiar habit.,The smell was peculiar.
peep,n./v.,peep- look,偷看; 窺視; 窺視,He took a peep through the keyhole.,She peeped through the curtains.
peer,n./v.,peer- equal,同伴; 凝視; 仔細看,He is a peer of mine.,She peered at the small print.
penalty,n.,pen- punish; -al- pertaining to; -ty state/quality,懲罰; 罰款,He paid a penalty for speeding.,The death penalty.
percent,n.,per- through; cent- hundred,百分之...,The interest rate is 5 percent.,Fifty percent of the students.
percentage,n.,per- through; cent- hundred; -age act/state of,百分比; 百分率,A small percentage of the population.,The percentage of women in the workforce.
perfection,n.,per- through; -fect- make; -ion act/state of,完美; 完善,He strives for perfection.,The perfection of his technique.
perfume,n./v.,per- through; -fum- smoke,香水; 香氣; 噴香水,She wore a delicate perfume.,He perfumed the room.
permanent,adj.,per- through; -man- stay; -ent being,永久的; 固定的,He has a permanent job.,A permanent solution.
persuasion,n.,per- through; -suad- advise; -ion act/state of,說服; 說服力,He used his powers of persuasion.,The art of persuasion.
persuasive,adj.,per- through; -suad- advise; -ive tending to,有說服力的; 令人信服的,He made a persuasive argument.,A persuasive speaker.
pessimistic,adj.,pessim- worst; -ist- skilled; -ic pertaining to,悲觀的; 悲觀主義的,He has a pessimistic outlook.,She is pessimistic about the future.
pest,n.,pest- plague,害蟲; 討厭的人,The garden is full of pests.,He is a pest.
phenomenon,n.,phenomen- appear,現象; 非凡的人,Global warming is a natural phenomenon.,He is a phenomenon.
philosopher,n.,phil- love; -soph- wisdom; -er person,哲學家,He is a famous philosopher.,She is a moral philosopher.
philosophical,adj.,phil- love; -soph- wisdom; -ic- pertaining to; -al pertaining to,哲學的; 達觀的,He has a philosophical approach to life.,Philosophical questions.
philosophy,n.,phil- love; -soph- wisdom; -y result of,哲學; 人生觀,He studies philosophy.,His philosophy of life.
photography,n.,photo- light; -graphy writing,攝影; 攝影術,He is interested in photography.,Digital photography.
physical,adj.,phys- nature; -ic- pertaining to; -al pertaining to,身體的; 物質的; 物理的,He has a physical disability.,Physical exercise.
physician,n.,phys- nature; -ic- pertaining to; -ian person,醫生; 內科醫生,He consulted a physician.,A family physician.
physicist,n.,phys- nature; -ic- pertaining to; -ist person,物理學家,He is a nuclear physicist.,She is a theoretical physicist.
physics,n.,phys- nature; -ics art/science,物理學,He studies physics.,The laws of physics.
pickle,n.,pickle- brine,泡菜; 醃菜; 醃製,She made some pickles.,He is in a pickle.
pioneer,n./v.,pion- foot soldier,先驅; 開拓者; 開拓,He was a pioneer in computer science.,They pioneered new techniques.
plentiful,adj.,plent- full; -ful full of,豐富的; 充足的,Food was plentiful.,A plentiful supply.
plot,n./v.,plot- piece of land,情節; 陰謀; 密謀,The plot of the story.,They plotted against the king.
plum,n.,plum- fruit,李子; 梅子,She ate a plum.,Plum pudding.
plumber,n.,plumb- lead; -er person,水管工,He called a plumber to fix the leak.,The plumber repaired the pipe.
poisonous,adj.,poison- poison; -ous full of,有毒的; 惡意的,The snake is poisonous.,Poisonous gas.
polish,n./v.,polish- smooth,光澤; 擦亮; 拋光,He polished his shoes.,The furniture has a high polish.
popularity,n.,popul- people; -ar- pertaining to; -ity state/quality,流行; 受歡迎,The popularity of the song.,His popularity increased.
portable,adj.,port- carry; -able capable of,便攜式的; 手提的,He bought a portable computer.,A portable radio.
portray,v.,por- forth; -tray- draw,描繪; 扮演,The artist portrayed her as a goddess.,He portrayed the character well.
possess,v.,pos- power; -sess- sit,擁有; 佔有,He possesses great wealth.,She possesses many talents.
possession,n.,pos- power; -sess- sit; -ion act/state of,擁有; 財產,He took possession of the house.,Personal possessions.
postage,n.,post- post; -age act/state of,郵資; 郵費,He paid the postage.,The cost of postage.
potential,adj./n.,pot- power; -ent- being; -ial pertaining to,潛在的; 可能的; 潛力,He has great potential.,The potential for growth.
precise,adj.,pre- before; -cis- cut,精確的; 準確的,He gave a precise answer.,The precise time.
predict,v.,pre- before; -dict- say,預測; 預言,He predicted the future.,The weather forecast predicts rain.
prediction,n.,pre- before; -dict- say; -ion act/state of,預測; 預言,His prediction was correct.,The prediction of the earthquake.
pregnancy,n.,pre- before; -gn- birth; -ancy state/quality,懷孕; 妊娠,She is in her third month of pregnancy.,The pregnancy test.
pregnant,adj.,pre- before; -gn- birth; -ant being,懷孕的; 妊娠的,She is pregnant.,He made her pregnant.
presentation,n.,pre- before; -sent- send; -ation act/state of,演示; 報告; 贈送,He gave a presentation on his research.,The presentation of awards.
preservation,n.,pre- before; -serv- keep; -ation act/state of,保存; 保護,The preservation of historical buildings.,Food preservation.
preserve,v.,pre- before; -serv- keep,保存; 保護,They preserved the ancient ruins.,He preserved his dignity.
prevention,n.,pre- before; -vent- come; -ion act/state of,預防; 阻止,Prevention is better than cure.,Crime prevention.
prime,adj./n.,prim- first,主要的; 最好的; 全盛時期,He is in the prime of his life.,The prime minister.
primitive,adj.,prim- first; -itive tending to,原始的; 簡陋的,Primitive tools.,Primitive societies.
priority,n.,pri- first; -or- comparative; -ity state/quality,優先; 優先權,Education is a top priority.,He gave priority to his family.
privacy,n.,priv- private; -acy state/quality,隱私; 隱居,He values his privacy.,The right to privacy.
privilege,n./v.,priv- private; -leg- law,特權; 榮幸; 給予特權,He has the privilege of voting.,She was privileged to meet the Queen.
procedure,n.,pro- forward; -cede- go; -ure act/state of,程序; 步驟,The company has strict procedures.,Surgical procedure.
proceed,v.,pro- forward; -cede- go,繼續; 進行,They proceeded with the plan.,The meeting proceeded smoothly.
productive,adj.,pro- forward; -duc- lead; -ive tending to,生產性的; 富有成效的,He is a productive worker.,Productive land.
profession,n.,pro- forward; -fess- speak; -ion act/state of,職業; 專業,He is a doctor by profession.,The medical profession.
professional,adj./n.,pro- forward; -fess- speak; -ion act/state of; -al pertaining to,專業的; 職業的; 專業人士,He is a professional photographer.,A professional athlete.
profitable,adj.,pro- forward; -fit- make; -able capable of,有利可圖的; 賺錢的,The business is profitable.,A profitable investment.
prominent,adj.,pro- forward; -min- project; -ent being,突出的; 顯著的; 傑出的,He is a prominent figure in politics.,A prominent nose.
promising,adj.,pro- forward; -mis- send; -ing present participle,有前途的; 有希望的,He is a promising young artist.,A promising career.
promotion,n.,pro- forward; -mov- move; -ion act/state of,晉升; 促銷; 推廣,He received a promotion.,Sales promotion.
prompt,v./adj./n.,prompt- ready,促使; 迅速的; 提示,His words prompted her to act.,He gave a prompt reply.
pronunciation,n.,pro- forward; -nounc- announce; -ation act/state of,發音; 讀音,His pronunciation is excellent.,The correct pronunciation.
proposal,n.,pro- forward; -pos- put; -al act/state of,提議; 建議; 求婚,He made a proposal.,She accepted his proposal.
prosper,v.,pro- forward; -sper- hope,繁榮; 興旺,The business prospered.,The country prospered.
prosperity,n.,pro- forward; -sper- hope; -ity state/quality,繁榮; 興旺,The country enjoyed a period of prosperity.,Economic prosperity.
prosperous,adj.,pro- forward; -sper- hope; -ous full of,繁榮的; 興旺的,He lives in a prosperous country.,A prosperous business.
protein,n.,prot- first,蛋白質,Meat is a good source of protein.,Protein is essential for growth.
protest,n./v.,pro- forward; -test- witness,抗議; 反對; 抗議,They held a protest against the war.,He protested his innocence.
psychological,adj.,psych- mind; -log- word/reason; -ical pertaining to,心理的; 心理學的,He has psychological problems.,Psychological effects.
psychologist,n.,psych- mind; -log- word/reason; -ist person,心理學家,She is a psychologist.,He consulted a psychologist.
psychology,n.,psych- mind; -logy study of,心理學,He studies psychology.,The psychology of human behavior.
publication,n.,publ- public; -ic- pertaining to; -ation act/state of,出版; 出版物; 發表,The publication of the book.,A scientific publication.
publicity,n.,publ- public; -ic- pertaining to; -ity state/quality,宣傳; 公開,The company received a lot of publicity.,Negative publicity.
publish,v.,publ- public; -ish make,出版; 發表,He published a book.,The article was published in a journal.
publisher,n.,publ- public; -ish make; -er person,出版商; 發行人,He works for a publishing company.,The book's publisher.
pursue,v.,pur- forth; -sue- follow,追求; 追趕,He pursued his dreams.,The police pursued the suspect.
pursuit,n.,pur- forth; -sue- follow; -it result,追求; 追趕,The pursuit of happiness.,He was engaged in the pursuit of knowledge.
quarrel,n./v.,quarrel- dispute,爭吵; 爭論; 爭吵,They had a quarrel.,He quarreled with his brother.
quilt,n./v.,quilt- cushion,被子; 棉被; 縫製,She made a quilt.,He quilted the fabric.
quotation,n.,quot- how many; -ation act/state of,引用; 引文; 報價,He used a quotation from Shakespeare.,The quotation for the job.
radar,n.,rad- ray; ar- radio,雷達,The plane was detected by radar.,Radar technology.
rage,n./v.,rage- madness,憤怒; 狂怒; 發怒,He was filled with rage.,She raged at him.
rainfall,n.,rain- rain; fall- fall,降雨; 降雨量,The rainfall was heavy.,The average annual rainfall.
raisin,n.,raisin- grape,葡萄乾,She ate some raisins.,Raisin bread.
realistic,adj.,real- real; -ist- skilled; -ic pertaining to,現實的; 逼真的,He has a realistic view of life.,A realistic painting.
rebel,n./v.,re- back; -bell- war,反叛者; 反抗; 反叛,He was a rebel.,They rebelled against the government.
recall,v./n.,re- back; call- call,回憶; 召回; 回憶,He recalled his childhood.,The company recalled the defective products.
reception,n.,re- back; -cept- take; -ion act/state of,接待; 招待會; 接收,He received a warm reception.,The wedding reception.
recipe,n.,recip- receive,食譜; 處方,She followed the recipe.,A recipe for success.
recognition,n.,re- back; -cogn- know; -ition act/state of,承認; 識別; 讚賞,He received recognition for his work.,Facial recognition technology.
recovery,n.,re- back; -cover- cover; -y result of,恢復; 康復,He made a full recovery.,The recovery of the economy.
recreation,n.,re- back; -creat- create; -ion act/state of,娛樂; 消遣,He enjoys outdoor recreation.,Recreational activities.
recycle,v.,re- back; -cycl- circle,回收; 再循環,They recycle plastic bottles.,Recycle your waste.
reduction,n.,re- back; -duc- lead; -ion act/state of,減少; 縮小,The reduction in crime.,A price reduction.
